,uuid,name_first,country,male,level,gender,F,M,?
71365,6b94491a-b26d-11eb-9615-121df0c29c1e,Shaoher,US,,,,,,
71366,6b946344-b26d-11eb-9615-121df0c29c1e,SUJIN,KR,,,,,,
71367,6b94660d-b26d-11eb-9615-121df0c29c1e,JIEUN,KR,,3.0,F,1.0,0.0,0.0
71368,6b947904-b26d-11eb-9615-121df0c29c1e,Shengji,CN,,,,,,
71369,6b947bf4-b26d-11eb-9615-121df0c29c1e,Xue,CN,,3.0,F,1.0,0.0,0.0
71370,6b947ee1-b26d-11eb-9615-121df0c29c1e,Xiaochuan,CN,,,,,,
71371,6b948458-b26d-11eb-9615-121df0c29c1e,Hyo Jin,KR,0.0,1.0,F,1.0,0.0,0.0
71372,6b9489e6-b26d-11eb-9615-121df0c29c1e,Jin Young,KR,0.0,1.0,F,1.0,0.0,0.0
71373,6b948ca1-b26d-11eb-9615-121df0c29c1e,Sehyuk,KR,,,,,,
71374,6b94a8a4-b26d-11eb-9615-121df0c29c1e,Yichien,CN,,,,,,
71375,6b94b0fa-b26d-11eb-9615-121df0c29c1e,Guangxing,CN,,,,,,
71376,6b94b3b4-b26d-11eb-9615-121df0c29c1e,MINGLIANG,CN,,3.0,M,0.0,1.0,0.0
71377,6b94f402-b26d-11eb-9615-121df0c29c1e,Mingliang,CN,1.0,3.0,M,0.0,1.0,0.0
71378,6b94f6ce-b26d-11eb-9615-121df0c29c1e,Mingliang,CN,,3.0,M,0.0,1.0,0.0
71379,6b950d70-b26d-11eb-9615-121df0c29c1e,Jungwoo,KR,,3.0,M,0.0,1.0,0.0
71380,6b9538d7-b26d-11eb-9615-121df0c29c1e,RODRIGO,BR,1.0,1.0,M,0.0,1.0,0.0
71381,6b953d7d-b26d-11eb-9615-121df0c29c1e,BENECIO PEREIRA,BR,1.0,3.0,M,0.0,1.0,0.0
71382,6b954057-b26d-11eb-9615-121df0c29c1e,JOSE DOUGLAS BERTAZZONI,BR,1.0,1.0,M,0.0,1.0,0.0
71383,6b954318-b26d-11eb-9615-121df0c29c1e,FELIPE,BR,1.0,1.0,M,0.0,1.0,0.0
71384,6b9545d1-b26d-11eb-9615-121df0c29c1e,MARIANE TIEMI,BR,0.0,3.0,F,1.0,0.0,0.0
71385,6b95495f-b26d-11eb-9615-121df0c29c1e,THOMAS,BR,1.0,2.0,M,0.0,1.0,0.0
71386,6b954c3b-b26d-11eb-9615-121df0c29c1e,BRENO LEVI,BR,1.0,1.0,M,0.0,1.0,0.0
71387,6b954efe-b26d-11eb-9615-121df0c29c1e,JOAO VINICIUS PERRUCINO,BR,1.0,1.0,M,0.0,1.0,0.0
71388,6b9551cd-b26d-11eb-9615-121df0c29c1e,WENDEL MALTA,BR,1.0,3.0,M,0.0,1.0,0.0
71389,6b955482-b26d-11eb-9615-121df0c29c1e,GABRIELA DE OLIVEIRA,BR,0.0,1.0,F,1.0,0.0,0.0
71390,6b95573c-b26d-11eb-9615-121df0c29c1e,DANIEL FERNANDES,BR,1.0,1.0,M,0.0,1.0,0.0
71391,6b95cf44-b26d-11eb-9615-121df0c29c1e,Varun,US,1.0,1.0,M,0.0,1.0,0.0
71392,6b95d1f2-b26d-11eb-9615-121df0c29c1e,Alexander John,GB,1.0,1.0,M,0.0,1.0,0.0
71393,6b95e355-b26d-11eb-9615-121df0c29c1e,Tianxiang,US,,1.0,M,0.0,1.0,0.0
71394,6b960139-b26d-11eb-9615-121df0c29c1e,Seungsoo,KR,,,,,,
71395,6b9603f2-b26d-11eb-9615-121df0c29c1e,Hyunwoo,KR,,3.0,M,0.0,1.0,0.0
71396,6b9606ad-b26d-11eb-9615-121df0c29c1e,Eunho,KR,,,,,,
71397,6b960c35-b26d-11eb-9615-121df0c29c1e,Hoshik,KR,,,,,,
71398,6b96119f-b26d-11eb-9615-121df0c29c1e,Jaehong,KR,,3.0,M,0.0,1.0,0.0
71399,6b961448-b26d-11eb-9615-121df0c29c1e,Hyoeun,KR,,,,,,
71400,6b9616fc-b26d-11eb-9615-121df0c29c1e,Nagasubramanya,IN,1.0,1.0,M,0.0,1.0,0.0
71401,6b9629f3-b26d-11eb-9615-121df0c29c1e,Chayan,IN,,,,,,
71402,6b962ca5-b26d-11eb-9615-121df0c29c1e,Balamuralidhar,IN,,1.0,M,0.0,1.0,0.0
71403,6b96c8bc-b26d-11eb-9615-121df0c29c1e,Zhiming,CN,,3.0,M,0.0,1.0,0.0
71404,6b96cea2-b26d-11eb-9615-121df0c29c1e,Xiaolong,CN,,3.0,M,0.0,1.0,0.0
71405,6b96fb8c-b26d-11eb-9615-121df0c29c1e,Taegu,KR,,,,,,
71406,6b97cec3-b26d-11eb-9615-121df0c29c1e,Eric H.,US,1.0,2.0,M,0.0,1.0,0.0
71407,6b97fa8e-b26d-11eb-9615-121df0c29c1e,Hiroki,JP,1.0,1.0,M,0.0,1.0,0.0
71408,6b992177-b26d-11eb-9615-121df0c29c1e,Nobuho,JP,,,,,,
71409,6b994e66-b26d-11eb-9615-121df0c29c1e,Nicolaas Klarinus Johannes,FR,1.0,2.0,M,0.0,1.0,0.0
71410,6b995428-b26d-11eb-9615-121df0c29c1e,Bo,US,1.0,3.0,M,0.0,1.0,0.0
71411,6b995702-b26d-11eb-9615-121df0c29c1e,Fakhruddin Ali,US,1.0,3.0,M,0.0,1.0,0.0
71412,6b995f83-b26d-11eb-9615-121df0c29c1e,Durgesh Kumar,IN,1.0,2.0,M,0.0,1.0,0.0
71413,6b996e31-b26d-11eb-9615-121df0c29c1e,Nicolaas Klarinus Johannes,FR,1.0,2.0,M,0.0,1.0,0.0
71414,6b99714b-b26d-11eb-9615-121df0c29c1e,Bo,US,1.0,3.0,M,0.0,1.0,0.0
71415,6b99b0e8-b26d-11eb-9615-121df0c29c1e,Fakhruddin Ali,US,1.0,3.0,M,0.0,1.0,0.0
71416,6b99dfdb-b26d-11eb-9615-121df0c29c1e,Janardhan,IN,,,,,,
71417,6b99f69b-b26d-11eb-9615-121df0c29c1e,Tetsuo,JP,1.0,1.0,M,0.0,1.0,0.0
71418,6b9a5d28-b26d-11eb-9615-121df0c29c1e,Xinwei,US,,3.0,F,1.0,0.0,0.0
71419,6b9a9eaa-b26d-11eb-9615-121df0c29c1e,Bo,US,1.0,3.0,M,0.0,1.0,0.0
71420,6b9aa25b-b26d-11eb-9615-121df0c29c1e,Fakhruddin Ali,US,1.0,3.0,M,0.0,1.0,0.0
71421,6b9aa9cd-b26d-11eb-9615-121df0c29c1e,Nicolaas Klarinus Johannes,FR,1.0,2.0,M,0.0,1.0,0.0
71422,6b9b7190-b26d-11eb-9615-121df0c29c1e,Ying,CN,0.0,3.0,M,0.0,1.0,0.0
71423,6b9b7831-b26d-11eb-9615-121df0c29c1e,Kaikai,CN,0.0,3.0,F,1.0,0.0,0.0
71424,6b9b7b6c-b26d-11eb-9615-121df0c29c1e,Zhichao,US,,1.0,M,0.0,1.0,0.0
71425,6b9cd39f-b26d-11eb-9615-121df0c29c1e,Yuniarto,US,,,,,,
71426,6b9cd6e9-b26d-11eb-9615-121df0c29c1e,Hsuan,TW,0.0,3.0,F,1.0,0.0,0.0
71427,6b9d2b5a-b26d-11eb-9615-121df0c29c1e,Masanobu,JP,,1.0,M,0.0,1.0,0.0
71428,6b9d3854-b26d-11eb-9615-121df0c29c1e,Masanobu,JP,,1.0,M,0.0,1.0,0.0
71429,6b9db624-b26d-11eb-9615-121df0c29c1e,Meng-Sheng,TW,,3.0,M,0.0,1.0,0.0
71430,6b9fa789-b26d-11eb-9615-121df0c29c1e,Younsuk,KR,,,,,,
71431,6ba101f5-b26d-11eb-9615-121df0c29c1e,Bhargav,US,1.0,1.0,M,0.0,1.0,0.0
71432,6ba14146-b26d-11eb-9615-121df0c29c1e,Alexandros,DE,1.0,2.0,M,0.0,1.0,0.0
71433,6ba16449-b26d-11eb-9615-121df0c29c1e,Jonas Benedikt,DE,1.0,1.0,M,0.0,1.0,0.0
71434,6ba18542-b26d-11eb-9615-121df0c29c1e,Elfriede,DE,0.0,1.0,F,1.0,0.0,0.0
71435,6ba1888f-b26d-11eb-9615-121df0c29c1e,Simon,DE,1.0,1.0,M,0.0,1.0,0.0
71436,6ba18be3-b26d-11eb-9615-121df0c29c1e,Vladislav,DE,1.0,2.0,M,0.0,1.0,0.0
71437,6ba252fd-b26d-11eb-9615-121df0c29c1e,Tiasa,IN,,,,,,
71438,6ba25973-b26d-11eb-9615-121df0c29c1e,Ehsan Dehghan,US,1.0,1.0,M,0.0,1.0,0.0
71439,6ba26390-b26d-11eb-9615-121df0c29c1e,Viatcheslav,US,1.0,3.0,M,0.0,1.0,0.0
71440,6ba266fa-b26d-11eb-9615-121df0c29c1e,Tuan M.,US,1.0,1.0,M,0.0,1.0,0.0
71441,6ba26b44-b26d-11eb-9615-121df0c29c1e,Adamo,US,1.0,1.0,M,0.0,1.0,0.0
71442,6ba2722d-b26d-11eb-9615-121df0c29c1e,Andrino D.,US,,2.0,M,0.0,1.0,0.0
71443,6ba2dc6e-b26d-11eb-9615-121df0c29c1e,Ioannis,GR,1.0,1.0,M,0.0,1.0,0.0
71444,6ba32bcd-b26d-11eb-9615-121df0c29c1e,Sun Young,US,0.0,3.0,F,1.0,0.0,0.0
71445,6ba3316f-b26d-11eb-9615-121df0c29c1e,Cyrus,US,1.0,1.0,M,0.0,1.0,0.0
71446,6ba3370d-b26d-11eb-9615-121df0c29c1e,Joao Ricardo Nickenig,US,1.0,2.0,M,0.0,1.0,0.0
71447,6ba3cd24-b26d-11eb-9615-121df0c29c1e,Kanghoon,KR,,,,,,
71448,6ba43f78-b26d-11eb-9615-121df0c29c1e,Carsten,DE,1.0,1.0,M,0.0,1.0,0.0
71449,6ba4455b-b26d-11eb-9615-121df0c29c1e,Jan,DE,1.0,1.0,M,0.0,1.0,0.0
71450,6ba46b75-b26d-11eb-9615-121df0c29c1e,Marc,DE,1.0,1.0,M,0.0,1.0,0.0
71451,6ba46ea7-b26d-11eb-9615-121df0c29c1e,Peter,DE,1.0,1.0,M,0.0,1.0,0.0
71452,6ba471d5-b26d-11eb-9615-121df0c29c1e,Thomas,DE,1.0,1.0,M,0.0,1.0,0.0
71453,6ba54c20-b26d-11eb-9615-121df0c29c1e,Craig Robert,ZA,1.0,1.0,M,0.0,1.0,0.0
71454,6ba5590a-b26d-11eb-9615-121df0c29c1e,Haijun,CN,1.0,3.0,M,0.0,1.0,0.0
71455,6ba55bf5-b26d-11eb-9615-121df0c29c1e,Zengyi,CN,,,,,,
71456,6ba58a48-b26d-11eb-9615-121df0c29c1e,Marco,DE,1.0,1.0,M,0.0,1.0,0.0
71457,6ba58d99-b26d-11eb-9615-121df0c29c1e,Julio César,MX,1.0,2.0,M,0.0,1.0,0.0
71458,6ba5e8a4-b26d-11eb-9615-121df0c29c1e,Sung Hee,KR,1.0,1.0,F,1.0,0.0,0.0
71459,6ba66831-b26d-11eb-9615-121df0c29c1e,Jun,CN,1.0,,,,,
71460,6ba67a9a-b26d-11eb-9615-121df0c29c1e,Hyungjun,KR,,,,,,
71461,6ba6c67a-b26d-11eb-9615-121df0c29c1e,Daniel,DE,1.0,1.0,M,0.0,1.0,0.0
71462,6ba704f2-b26d-11eb-9615-121df0c29c1e,Jesus Salvador,FR,1.0,3.0,M,0.0,1.0,0.0
71463,6ba708d2-b26d-11eb-9615-121df0c29c1e,Thomas,FR,1.0,1.0,M,0.0,1.0,0.0
71464,6ba71521-b26d-11eb-9615-121df0c29c1e,Daniel Pasquate,US,1.0,2.0,M,0.0,1.0,0.0
71465,6ba71ac9-b26d-11eb-9615-121df0c29c1e,Jason Todd,US,1.0,2.0,M,0.0,1.0,0.0
71466,6ba776c2-b26d-11eb-9615-121df0c29c1e,Tao,CN,,3.0,M,0.0,1.0,0.0
71467,6ba7de6c-b26d-11eb-9615-121df0c29c1e,Brian S.,US,1.0,2.0,M,0.0,1.0,0.0
71468,6ba7e227-b26d-11eb-9615-121df0c29c1e,William R.,US,1.0,2.0,M,0.0,1.0,0.0
71469,6ba7e6a7-b26d-11eb-9615-121df0c29c1e,Benjamin,US,1.0,2.0,M,0.0,1.0,0.0
71470,6ba84a70-b26d-11eb-9615-121df0c29c1e,Soonam,KR,,3.0,F,1.0,0.0,0.0
71471,6ba8669b-b26d-11eb-9615-121df0c29c1e,Xing,US,1.0,3.0,M,0.0,1.0,0.0
71472,6ba8696a-b26d-11eb-9615-121df0c29c1e,Jianhua,US,1.0,3.0,M,0.0,1.0,0.0
71473,6ba87a54-b26d-11eb-9615-121df0c29c1e,Florian,DE,1.0,1.0,M,0.0,1.0,0.0
71474,6ba87d86-b26d-11eb-9615-121df0c29c1e,Felix,DE,1.0,1.0,M,0.0,1.0,0.0
71475,6ba8fac8-b26d-11eb-9615-121df0c29c1e,Byeongsang,KR,,,,,,
71476,6ba8ff03-b26d-11eb-9615-121df0c29c1e,Keonwoo,KR,,,,,,
71477,6ba9d03f-b26d-11eb-9615-121df0c29c1e,Yixiong,US,,,,,,
71478,6baa77ac-b26d-11eb-9615-121df0c29c1e,Johji,JP,,,,,,
71479,6baaf8c7-b26d-11eb-9615-121df0c29c1e,Ruilong,US,,,,,,
71480,6babd60e-b26d-11eb-9615-121df0c29c1e,Doreen Wei Ying,SG,0.0,3.0,F,1.0,0.0,0.0
71481,6babdffb-b26d-11eb-9615-121df0c29c1e,Niharendu,SG,,,,,,
71482,6bafcf50-b26d-11eb-9615-121df0c29c1e,Hiroshi,JP,1.0,2.0,M,0.0,1.0,0.0
71483,6baff264-b26d-11eb-9615-121df0c29c1e,Oh Jin,KR,,,,,,
71484,6bb01398-b26d-11eb-9615-121df0c29c1e,Navaneetha Kumaran,SG,,3.0,M,0.0,1.0,0.0
71485,6bb034c4-b26d-11eb-9615-121df0c29c1e,Yuya,JP,,3.0,M,0.0,1.0,0.0
71486,6bb0d351-b26d-11eb-9615-121df0c29c1e,Yusuke,JP,1.0,2.0,M,0.0,1.0,0.0
71487,6bb2aee7-b26d-11eb-9615-121df0c29c1e,Michel J.,US,1.0,2.0,M,0.0,1.0,0.0
71488,6bb2da5e-b26d-11eb-9615-121df0c29c1e,Yongjun Jeff,US,1.0,2.0,M,0.0,1.0,0.0
71489,6bb2e649-b26d-11eb-9615-121df0c29c1e,Haiting,US,,,,,,
71490,6bb2f14e-b26d-11eb-9615-121df0c29c1e,Yongan,US,,,,,,
71491,6bb2f9c4-b26d-11eb-9615-121df0c29c1e,Hao,US,,2.0,M,0.0,1.0,0.0
71492,6bb3080e-b26d-11eb-9615-121df0c29c1e,Dechao,US,,,,,,
71493,6bb30d9f-b26d-11eb-9615-121df0c29c1e,Ruqiang,US,,,,,,
71494,6bb417a9-b26d-11eb-9615-121df0c29c1e,Yoshihiro,JP,,1.0,M,0.0,1.0,0.0
71495,6bb8da2e-b26d-11eb-9615-121df0c29c1e,Christina,DE,0.0,1.0,F,1.0,0.0,0.0
71496,6bb9923d-b26d-11eb-9615-121df0c29c1e,Amruthavalli P.,US,0.0,2.0,M,0.0,1.0,0.0
71497,6bb997ba-b26d-11eb-9615-121df0c29c1e,Jun,CN,1.0,,,,,
71498,6bb9fd43-b26d-11eb-9615-121df0c29c1e,RAJESH,US,1.0,1.0,M,0.0,1.0,0.0
71499,6bba001b-b26d-11eb-9615-121df0c29c1e,Shailesh N.,US,1.0,1.0,M,0.0,1.0,0.0
71500,6bba3f3e-b26d-11eb-9615-121df0c29c1e,Seungwon,KR,,3.0,M,0.0,1.0,0.0
71501,6bba838c-b26d-11eb-9615-121df0c29c1e,Bigildis,US,,,,,,
71502,6bbafeb5-b26d-11eb-9615-121df0c29c1e,Maiden Grace,PH,,1.0,F,1.0,0.0,0.0
71503,6bbb4f16-b26d-11eb-9615-121df0c29c1e,Chee Hak,MY,1.0,3.0,M,0.0,1.0,0.0
71504,6bbc046b-b26d-11eb-9615-121df0c29c1e,Chen,US,0.0,2.0,M,0.0,1.0,0.0
71505,6bbc0742-b26d-11eb-9615-121df0c29c1e,Zheng,US,1.0,2.0,M,0.0,1.0,0.0
71506,6bbc0dfb-b26d-11eb-9615-121df0c29c1e,Jun,CN,1.0,,,,,
71507,6bbc5d0a-b26d-11eb-9615-121df0c29c1e,Chao-Jung,TW,1.0,3.0,M,0.0,1.0,0.0
71508,6bbd0acc-b26d-11eb-9615-121df0c29c1e,Chao-Jung,TW,1.0,3.0,M,0.0,1.0,0.0
71509,6bbd178c-b26d-11eb-9615-121df0c29c1e,KYOUNG LIM,KR,,,,,,
71510,6bbd27eb-b26d-11eb-9615-121df0c29c1e,Tomohiro,JP,1.0,1.0,M,0.0,1.0,0.0
71511,6bbd54b7-b26d-11eb-9615-121df0c29c1e,Jinghao,CN,1.0,3.0,M,0.0,1.0,0.0
71512,6bbdd507-b26d-11eb-9615-121df0c29c1e,Do Hyung,KR,1.0,1.0,M,0.0,1.0,0.0
71513,6bbde11f-b26d-11eb-9615-121df0c29c1e,Younglyong,KR,,,,,,
71514,6bbe0ede-b26d-11eb-9615-121df0c29c1e,Min Woo,KR,,1.0,M,0.0,1.0,0.0
71515,6bbe6793-b26d-11eb-9615-121df0c29c1e,Wu-Der,TW,,3.0,M,0.0,1.0,0.0
71516,6bbe880d-b26d-11eb-9615-121df0c29c1e,Jun,CN,1.0,,,,,
71517,6bbecea1-b26d-11eb-9615-121df0c29c1e,Chao-Jung,TW,1.0,3.0,M,0.0,1.0,0.0
71518,6bbfccea-b26d-11eb-9615-121df0c29c1e,Minsoo,KR,,,,,,
71519,6bc1b382-b26d-11eb-9615-121df0c29c1e,Yi-An,TW,1.0,2.0,M,0.0,1.0,0.0
71520,6bc1dff3-b26d-11eb-9615-121df0c29c1e,Ya-Chen,TW,0.0,3.0,F,1.0,0.0,0.0
71521,6bc1f0d8-b26d-11eb-9615-121df0c29c1e,Junnan,US,1.0,3.0,M,0.0,1.0,0.0
71522,6bc21163-b26d-11eb-9615-121df0c29c1e,Meizi,US,,,,,,
71523,6bc5020e-b26d-11eb-9615-121df0c29c1e,Jemin,KR,1.0,3.0,M,0.0,1.0,0.0
71524,6bc600ae-b26d-11eb-9615-121df0c29c1e,Jin,US,1.0,,,,,
71525,6bc6081d-b26d-11eb-9615-121df0c29c1e,Kang Min,KR,1.0,1.0,M,0.0,1.0,0.0
71526,6bc86ed6-b26d-11eb-9615-121df0c29c1e,Geun Won,KR,,1.0,M,0.0,1.0,0.0
71527,6bc9eb58-b26d-11eb-9615-121df0c29c1e,Kangmin,KR,,,,,,
71528,6bc9f0d9-b26d-11eb-9615-121df0c29c1e,JoongShik,KR,,,,,,
71529,6bcc37f5-b26d-11eb-9615-121df0c29c1e,Chao,CN,1.0,,,,,
71530,6bccf293-b26d-11eb-9615-121df0c29c1e,Xin,US,1.0,2.0,F,1.0,0.0,0.0
71531,6bccf5da-b26d-11eb-9615-121df0c29c1e,Chen,US,0.0,2.0,M,0.0,1.0,0.0
71532,6bccffb7-b26d-11eb-9615-121df0c29c1e,Shunpei,JP,,1.0,M,0.0,1.0,0.0
71533,6bcde177-b26d-11eb-9615-121df0c29c1e,Subin,KR,,3.0,M,0.0,1.0,0.0
71534,6bced7a4-b26d-11eb-9615-121df0c29c1e,Guangcai,CN,,,,,,
71535,6bcedb04-b26d-11eb-9615-121df0c29c1e,Feng,CN,,,,,,
71536,6bcefcee-b26d-11eb-9615-121df0c29c1e,Changhwa,KR,,,,,,
71537,6bcff8a4-b26d-11eb-9615-121df0c29c1e,Yu,JP,,,,,,
71538,6bd119bd-b26d-11eb-9615-121df0c29c1e,Philip Hsin-hua,US,1.0,2.0,M,0.0,1.0,0.0
71539,6bd12d16-b26d-11eb-9615-121df0c29c1e,Jijun,US,,3.0,F,1.0,0.0,0.0
71540,6bd161a4-b26d-11eb-9615-121df0c29c1e,Hsiang-Lan,TW,,3.0,F,1.0,0.0,0.0
71541,6bd18e63-b26d-11eb-9615-121df0c29c1e,Ruilong,US,,,,,,
71542,6bd1bfa8-b26d-11eb-9615-121df0c29c1e,Hongmei,US,0.0,3.0,F,1.0,0.0,0.0
71543,6bd1e6aa-b26d-11eb-9615-121df0c29c1e,Woosik,KR,,,,,,
71544,6bd1ecf6-b26d-11eb-9615-121df0c29c1e,Hyungsik,KR,,,,,,
71545,6bd22514-b26d-11eb-9615-121df0c29c1e,WON KYU,KR,,1.0,M,0.0,1.0,0.0
71546,6bd26657-b26d-11eb-9615-121df0c29c1e,Jong-Hyeok,KR,1.0,,,,,
71547,6bd2b6e3-b26d-11eb-9615-121df0c29c1e,Yang Wan,KR,,,,,,
71548,6bd2c13c-b26d-11eb-9615-121df0c29c1e,Sun-Ja,KR,0.0,1.0,F,1.0,0.0,0.0
71549,6bd2c857-b26d-11eb-9615-121df0c29c1e,Yang Wan,KR,,,,,,
71550,6bd2f1fa-b26d-11eb-9615-121df0c29c1e,Sungkyun,KR,,,,,,
71551,6bd2f76e-b26d-11eb-9615-121df0c29c1e,Jungha,KR,,,,,,
71552,6bd3113f-b26d-11eb-9615-121df0c29c1e,Zishan Ali,SG,1.0,3.0,M,0.0,1.0,0.0
71553,6bd31515-b26d-11eb-9615-121df0c29c1e,Nuraziz,SG,,,,,,
71554,6bd34cd2-b26d-11eb-9615-121df0c29c1e,Sangkyun,KR,,,,,,
71555,6bd3c806-b26d-11eb-9615-121df0c29c1e,Kosuke,JP,,1.0,M,0.0,1.0,0.0
71556,6bd4fdd5-b26d-11eb-9615-121df0c29c1e,Jingyun,US,,,,,,
71557,6bd63c57-b26d-11eb-9615-121df0c29c1e,HYUN-KWAN,KR,,,,,,
71558,6bd6843a-b26d-11eb-9615-121df0c29c1e,JIEHUI,US,,,,,,
71559,6bd6b233-b26d-11eb-9615-121df0c29c1e,SIPENG,US,,,,,,
71560,6bd6b50d-b26d-11eb-9615-121df0c29c1e,HAITING,US,,,,,,
71561,6bd6df12-b26d-11eb-9615-121df0c29c1e,Kai-Chieh,TW,,2.0,M,0.0,1.0,0.0
71562,6bd71955-b26d-11eb-9615-121df0c29c1e,Philip C.,US,1.0,2.0,M,0.0,1.0,0.0
71563,6bd721a9-b26d-11eb-9615-121df0c29c1e,Jiehui,CN,,,,,,
71564,6bd724d9-b26d-11eb-9615-121df0c29c1e,Sipeng,US,,,,,,
71565,6bd727db-b26d-11eb-9615-121df0c29c1e,Haiting,US,,,,,,
71566,6bd72ad7-b26d-11eb-9615-121df0c29c1e,Yen-Ting,TW,0.0,3.0,F,1.0,0.0,0.0
71567,6bd86b78-b26d-11eb-9615-121df0c29c1e,Ryan Chia-Jen,TW,,3.0,M,0.0,1.0,0.0
71568,6bd8729b-b26d-11eb-9615-121df0c29c1e,Hyo Jin,KR,0.0,1.0,F,1.0,0.0,0.0
71569,6bd88136-b26d-11eb-9615-121df0c29c1e,Yu-Lien,TW,0.0,3.0,F,1.0,0.0,0.0
71570,6bd9d791-b26d-11eb-9615-121df0c29c1e,Jing,CN,0.0,,,,,
71571,6bd9dd7d-b26d-11eb-9615-121df0c29c1e,Lin Feng,CN,0.0,,,,,
71572,6bda0726-b26d-11eb-9615-121df0c29c1e,Wei,US,1.0,2.0,M,0.0,1.0,0.0
71573,6bda6754-b26d-11eb-9615-121df0c29c1e,Aniketa A.,US,,2.0,M,0.0,1.0,0.0
71574,6bdaeeda-b26d-11eb-9615-121df0c29c1e,Philip Hsin-hua,US,1.0,2.0,M,0.0,1.0,0.0
71575,6bdb18fb-b26d-11eb-9615-121df0c29c1e,Shaoher,US,,,,,,
71576,6bdbbde4-b26d-11eb-9615-121df0c29c1e,Kentaro,US,,1.0,M,0.0,1.0,0.0
71577,6bdbd8a9-b26d-11eb-9615-121df0c29c1e,Jianfeng,US,,3.0,M,0.0,1.0,0.0
71578,6bdd1a1c-b26d-11eb-9615-121df0c29c1e,Sungwook,KR,1.0,,,,,
71579,6bdd229b-b26d-11eb-9615-121df0c29c1e,Jaephil,KR,,,,,,
71580,6bdd8658-b26d-11eb-9615-121df0c29c1e,Hung Cho,TW,1.0,3.0,M,0.0,1.0,0.0
71581,6bde297f-b26d-11eb-9615-121df0c29c1e,Po-Yu,TW,,,,,,
71582,6bde2c6d-b26d-11eb-9615-121df0c29c1e,Jun,CN,1.0,,,,,
71583,6bde2f2f-b26d-11eb-9615-121df0c29c1e,Jun,CN,1.0,,,,,
71584,6bde4b57-b26d-11eb-9615-121df0c29c1e,Armin,DE,1.0,1.0,M,0.0,1.0,0.0
71585,6bde51be-b26d-11eb-9615-121df0c29c1e,BRIAN J.,US,1.0,2.0,M,0.0,1.0,0.0
71586,6bde5baa-b26d-11eb-9615-121df0c29c1e,Songrim,KR,,,,,,
71587,6be23859-b26d-11eb-9615-121df0c29c1e,Satoshi,JP,,1.0,M,0.0,1.0,0.0
71588,6be27b8f-b26d-11eb-9615-121df0c29c1e,Zhiqiang,US,,3.0,M,0.0,1.0,0.0
71589,6be282b2-b26d-11eb-9615-121df0c29c1e,Jian,US,1.0,3.0,M,0.0,1.0,0.0
71590,6be28691-b26d-11eb-9615-121df0c29c1e,Guijie,CN,,,,,,
71591,6be28969-b26d-11eb-9615-121df0c29c1e,Seungyong,KR,,,,,,
71592,6be2db3a-b26d-11eb-9615-121df0c29c1e,Luciano,IT,1.0,1.0,M,0.0,1.0,0.0
71593,6be2e946-b26d-11eb-9615-121df0c29c1e,Fei,CN,,,,,,
71594,6be2ef22-b26d-11eb-9615-121df0c29c1e,Satoshi,JP,1.0,1.0,M,0.0,1.0,0.0
71595,6be30bee-b26d-11eb-9615-121df0c29c1e,Ming Chyi,TW,1.0,3.0,M,0.0,1.0,0.0
71596,6be3210f-b26d-11eb-9615-121df0c29c1e,Hiraaki,JP,,,,,,
71597,6be3f8d3-b26d-11eb-9615-121df0c29c1e,SOOYOUN,KR,,,,,,
71598,6be3fbc8-b26d-11eb-9615-121df0c29c1e,JUNGHAN,KR,,,,,,
71599,6be3fec2-b26d-11eb-9615-121df0c29c1e,SEOYEON,KR,,3.0,F,1.0,0.0,0.0
71600,6be40311-b26d-11eb-9615-121df0c29c1e,HYOUNGSUB,KR,,,,,,
71601,6be40907-b26d-11eb-9615-121df0c29c1e,SEUNGGUN,KR,,,,,,
71602,6be40bd5-b26d-11eb-9615-121df0c29c1e,SEUNGYONG,KR,,,,,,
71603,6be41898-b26d-11eb-9615-121df0c29c1e,Kyung Im,KR,0.0,,,,,
71604,6be41e20-b26d-11eb-9615-121df0c29c1e,Dawei,CN,,3.0,M,0.0,1.0,0.0
71605,6be4636b-b26d-11eb-9615-121df0c29c1e,Hyeonbum,KR,,,,,,
71606,6be54299-b26d-11eb-9615-121df0c29c1e,Yong-Hee,KR,1.0,1.0,F,1.0,0.0,0.0
71607,6be5d270-b26d-11eb-9615-121df0c29c1e,MARIE,CZ,0.0,1.0,F,1.0,0.0,0.0
71608,6be5d53c-b26d-11eb-9615-121df0c29c1e,Tomas,CZ,1.0,1.0,M,0.0,1.0,0.0
71609,6be5d80a-b26d-11eb-9615-121df0c29c1e,Merk,SK,,,,,,
71610,6be5dae3-b26d-11eb-9615-121df0c29c1e,Andrea,SK,0.0,1.0,F,1.0,0.0,0.0
71611,6be5ec2f-b26d-11eb-9615-121df0c29c1e,Hui,US,0.0,1.0,F,0.98956358,0.0,0.0
71612,6be5fa92-b26d-11eb-9615-121df0c29c1e,Tetsufumi,JP,,,,,,
71613,6be5fd9d-b26d-11eb-9615-121df0c29c1e,Qi,CN,,3.0,M,0.0,1.0,0.0
71614,6be64379-b26d-11eb-9615-121df0c29c1e,Yeolmae,KR,,,,,,
71615,6be671c7-b26d-11eb-9615-121df0c29c1e,Chengdu,CN,,,,,,
71616,6be674a1-b26d-11eb-9615-121df0c29c1e,Qisen,CN,,,,,,
