,name_first,country,level,gender,F,M,?
7949,Guangjun,US,,not found,not found,not found,not found
41883,Xiaobo,CN,1.0,M,0.0,1.0,0.0
21552,Sriram,IN,3.0,M,0.0,1.0,0.0
7950,Shengyan,CN,,not found,not found,not found,not found
40134,Tina,US,1.0,F,0.99689633,0.0,0.0
7951,Shiyuan,CN,,not found,not found,not found,not found
21553,Vikram,TH,3.0,M,0.0,1.0,0.0
43649,Sylvain,FR,1.0,M,0.0,1.0,0.0
21554,Jie,CN,3.0,M,0.0,1.0,0.0
21555,Naum,IL,3.0,M,0.0,1.0,0.0
31028,Einar In de,SE,1.0,M,0.0,1.0,0.0
7952,Luxing,CN,,not found,not found,not found,not found
30260,Fan,US,1.0,F,0.96913582,0.0,0.0
49482,John C. S.,US,2.0,M,0.0,1.0,0.0
21556,Xiaodong,CN,3.0,M,0.0,1.0,0.0
38322,Tyrel T.,US,1.0,M,0.0,1.0,0.0
7953,Xianhuai,CN,,not found,not found,not found,not found
48606,Hanaa,FR,2.0,F,1.0,0.0,0.0
21557,Xu,CN,3.0,M,0.0,1.0,0.0
7954,Xiangtong,US,,not found,not found,not found,not found
30509,Fabrice,FR,1.0,M,0.0,1.0,0.0
7955,Xuan,CN,,not found,not found,not found,not found
33643,Kirill,US,1.0,M,0.0,1.0,0.0
7956,Jing,CN,,not found,not found,not found,not found
7957,Phieng,US,,not found,not found,not found,not found
21558,Min,CN,3.0,M,0.0,1.0,0.0
7958,Yao,US,,not found,not found,not found,not found
7959,Yunsong,CN,,not found,not found,not found,not found
29159,Mounir,MA,1.0,M,0.0,1.0,0.0
21559,Volga,US,3.0,F,1.0,0.0,0.0
7960,Jaewook,KR,,not found,not found,not found,not found
21560,Xiangdong,US,3.0,M,0.0,1.0,0.0
21561,Yue,CN,3.0,F,1.0,0.0,0.0
7961,Linchao,CN,,not found,not found,not found,not found
7962,Hyunsun,KR,,not found,not found,not found,not found
53697,G. Vinay,IN,2.0,M,0.0,1.0,0.0
32382,Franz,DE,1.0,M,0.0,1.0,0.0
38088,Varun,US,1.0,M,0.0,1.0,0.0
28004,Rahul,US,1.0,M,0.0,1.0,0.0
27942,Raghavan,US,1.0,M,0.0,1.0,0.0
52127,Rajesh,IN,2.0,M,0.0,1.0,0.0
7963,Mizeng,CN,,not found,not found,not found,not found
52367,Robert A.,US,2.0,M,0.0,1.0,0.0
21562,Yu Ngok,CN,3.0,F,1.0,0.0,0.0
31785,Riki,JP,1.0,M,0.0,1.0,0.0
21563,Krishnaram,US,3.0,M,0.0,1.0,0.0
39512,Takuji,JP,1.0,M,0.0,1.0,0.0
53640,Venkata L. R.,US,2.0,F,1.0,0.0,0.0
49983,Kai,CN,2.0,M,0.0,1.0,0.0
21564,Guang,CN,3.0,M,0.0,1.0,0.0
48019,Eric B.,US,2.0,M,0.0,1.0,0.0
41214,Yousuke,JP,1.0,M,0.0,1.0,0.0
7964,Di,CN,,not found,not found,not found,not found
46212,Andrey,US,2.0,M,0.0,1.0,0.0
45854,Adrian Patrick,US,2.0,M,0.0,1.0,0.0
21565,Hyunyoung,KR,3.0,F,1.0,0.0,0.0
7965,Xuming,CN,,not found,not found,not found,not found
21566,Haodong,CN,3.0,M,0.0,1.0,0.0
31816,Rishabh,US,1.0,M,0.0,1.0,0.0
7966,Zhe,CN,,not found,not found,not found,not found
7967,Yusong,CN,,not found,not found,not found,not found
35213,Hyun Woo,KR,1.0,?,0.0,0.0,1.0
53427,Tianyang,US,2.0,F,1.0,0.0,0.0
21567,Jinlong,CN,3.0,M,0.0,1.0,0.0
27552,Helen,US,1.0,F,0.99694812,0.0,0.0
7968,Gongzheng,CN,,not found,not found,not found,not found
7969,Zhaojin,CN,,not found,not found,not found,not found
30088,Emre,US,1.0,M,0.0,1.0,0.0
7970,Hongsik,KR,,not found,not found,not found,not found
7971,Delai,US,,not found,not found,not found,not found
21568,Peng,CN,3.0,M,0.0,1.0,0.0
21569,Qingyu,CN,3.0,M,0.0,1.0,0.0
35797,Maria,US,1.0,F,0.99211419,0.0,0.0
21570,Kayalvizhi,US,3.0,F,1.0,0.0,0.0
21571,Jian,US,3.0,M,0.0,1.0,0.0
34662,Katharine,US,1.0,F,0.99972826,0.0,0.0
52846,Sebastian,CL,2.0,M,0.0,1.0,0.0
21572,Zhijun,CN,3.0,M,0.0,1.0,0.0
21573,Qiang,CN,3.0,M,0.0,1.0,0.0
21574,Caixia,CN,3.0,F,1.0,0.0,0.0
43808,Dheeraj K.,US,1.0,M,0.0,1.0,0.0
30986,Shigeo,JP,1.0,M,0.0,1.0,0.0
7972,Zeyue,US,,not found,not found,not found,not found
43153,David,GB,1.0,M,0.0,1.0,0.0
34411,Judith,AT,1.0,F,1.0,0.0,0.0
7973,Kaiyuan,CN,,not found,not found,not found,not found
7974,Po-Yu,TW,,not found,not found,not found,not found
7975,Guoyan,CN,,not found,not found,not found,not found
44500,Takahiro,JP,1.0,M,0.0,1.0,0.0
30894,Ellen,DE,1.0,F,1.0,0.0,0.0
7976,Ceclile,IE,,not found,not found,not found,not found
31669,Gottfried,DE,1.0,M,0.0,1.0,0.0
39520,Takuya,JP,1.0,M,0.0,1.0,0.0
40544,Yong Uk,KR,1.0,?,0.0,0.0,0.66666669
21575,Qingyun,CN,3.0,F,1.0,0.0,0.0
44481,Takahiro,JP,1.0,M,0.0,1.0,0.0
36396,Hwa Yong,KR,1.0,?,0.0,0.0,1.0
31817,Gilles Jacques Michel,BE,1.0,M,0.0,1.0,0.0
39127,Tamotsu,JP,1.0,M,0.0,1.0,0.0
7977,Nipunn,US,,not found,not found,not found,not found
36488,Mee-hyun,KR,1.0,?,0.0,0.0,1.0
7978,Rajmy,CA,,not found,not found,not found,not found
44535,Do Hyun,KR,1.0,?,0.0,0.0,1.0
21576,Eunsun,KR,3.0,F,1.0,0.0,0.0
7979,Xuming,CN,,not found,not found,not found,not found
21577,Diedrik,US,3.0,M,0.0,1.0,0.0
34869,Kaisu,FI,1.0,F,1.0,0.0,0.0
49852,Jun,US,2.0,M,0.0,1.0,0.0
53478,Toby,GB,2.0,M,0.0,1.0,0.0
31408,Sahil,US,1.0,M,0.0,1.0,0.0
21578,Rajanikanth,US,3.0,M,0.0,1.0,0.0
46584,Nissanka Arachchige Bodhi,US,2.0,M,0.0,1.0,0.0
7980,Deung,KR,,not found,not found,not found,not found
7981,Longfei,CN,,not found,not found,not found,not found
21579,Yuan,US,3.0,M,0.0,1.0,0.0
29512,Herbert,NL,1.0,M,0.0,1.0,0.0
21580,Xinmiao,CN,3.0,F,1.0,0.0,0.0
48689,Heikki,FR,2.0,M,0.0,1.0,0.0
21581,Jianmin,US,3.0,M,0.0,1.0,0.0
7982,Naveendran,US,,not found,not found,not found,not found
40154,Catelijne,BE,1.0,F,1.0,0.0,0.0
34755,Jin Han,KR,1.0,F,1.0,0.0,0.0
30803,Shuai,US,1.0,M,0.0,1.0,0.0
7983,Daohui,CN,,not found,not found,not found,not found
51640,Omer,US,2.0,M,0.0,1.0,0.0
46826,Calvin,US,2.0,M,0.0,1.0,0.0
7984,Yongkyun,KR,,not found,not found,not found,not found
32723,Ki Hong,KR,1.0,?,0.0,0.0,1.0
32394,Sanjay S.,US,1.0,M,0.0,1.0,0.0
39553,Takumi,JP,1.0,M,0.0,1.0,0.0
21582,Xiaonan,CN,3.0,F,1.0,0.0,0.0
7985,Seungho,KR,,not found,not found,not found,not found
21583,Yansong,CN,3.0,M,0.0,1.0,0.0
47366,Daad,US,2.0,F,1.0,0.0,0.0
30258,Fan,US,1.0,F,0.96913582,0.0,0.0
43514,Suresha,IN,1.0,?,0.0,0.0,1.0
42558,Yasunori,JP,1.0,M,0.0,1.0,0.0
51722,Patricio,US,2.0,M,0.0,1.0,0.0
30834,Dongmei,CN,1.0,F,1.0,0.0,0.0
7986,Xiaofeng,CN,,not found,not found,not found,not found
21584,Long,CN,3.0,M,0.0,1.0,0.0
40333,You Jin,KR,1.0,?,0.0,0.0,1.0
21585,Guofeng,US,3.0,M,0.0,1.0,0.0
41225,YueE,CN,1.0,?,0.0,0.0,1.0
7987,Boyeon,KR,,not found,not found,not found,not found
7988,Jiawei,CN,,not found,not found,not found,not found
7989,Qiquan,CN,,not found,not found,not found,not found
7990,Taekyung,KR,,not found,not found,not found,not found
21586,Pathik,US,3.0,M,0.0,1.0,0.0
7991,Canfang,CN,,not found,not found,not found,not found
31635,Raz,IL,1.0,M,0.0,1.0,0.0
46070,Amit,US,2.0,M,0.0,1.0,0.0
7992,Guangzhuo,US,,not found,not found,not found,not found
21587,Zile,CN,3.0,F,1.0,0.0,0.0
46801,Jayprakash C.,US,2.0,M,0.0,1.0,0.0
42609,Tae-Woo,KR,1.0,M,0.0,1.0,0.0
33419,Janice,US,1.0,F,0.99714422,0.0,0.0
7993,Xinlei,CN,,not found,not found,not found,not found
21588,Donghee,KR,3.0,M,0.0,1.0,0.0
33410,Kyeong-sik,KR,1.0,F,1.0,0.0,0.0
50872,Martin,AU,2.0,M,0.0,1.0,0.0
7994,Dake,CA,,not found,not found,not found,not found
7995,Rostem,US,,not found,not found,not found,not found
7996,Jueshen,CN,,not found,not found,not found,not found
29624,Nidia Yamileth,US,1.0,F,1.0,0.0,0.0
50242,Kian L.,US,2.0,M,0.0,1.0,0.0
42381,Yang-Wan,KR,1.0,?,0.0,0.0,1.0
21589,Chunping,CN,3.0,M,0.0,1.0,0.0
52626,Darshin S.,US,2.0,M,0.0,1.0,0.0
39963,Thomas,DE,1.0,M,0.0,1.0,0.0
7997,Yongwoo,KR,,not found,not found,not found,not found
37762,Ione Rucker,US,1.0,F,1.0,0.0,0.0
21590,Satheesh,US,3.0,M,0.0,1.0,0.0
7998,Shunwen,CN,,not found,not found,not found,not found
7999,Weixu,US,,not found,not found,not found,not found
21591,Tao,US,3.0,M,0.0,1.0,0.0
21592,Jiben,CN,3.0,F,1.0,0.0,0.0
8000,Qingsong,US,,not found,not found,not found,not found
8001,Qiaohuan,CN,,not found,not found,not found,not found
8002,Sangrim,KR,,not found,not found,not found,not found
8003,Junshu,CN,,not found,not found,not found,not found
50446,Lei,CN,2.0,M,0.0,1.0,0.0
44987,Manoj Ramchandra,IN,1.0,M,0.0,1.0,0.0
8004,Xinhu,CN,,not found,not found,not found,not found
35126,Kang-min,KR,1.0,?,0.0,0.0,1.0
8005,Nayon,US,,not found,not found,not found,not found
21593,Liyun,CN,3.0,F,1.0,0.0,0.0
8006,Jiangbo,US,,not found,not found,not found,not found
39739,Carlos,ES,1.0,M,0.0,1.0,0.0
37132,James,FR,1.0,M,0.0,1.0,0.0
21594,Wenbo,CN,3.0,M,0.0,1.0,0.0
8007,Cuiyang,US,,not found,not found,not found,not found
8008,Xuxia,CN,,not found,not found,not found,not found
54103,Xinyue,US,2.0,F,1.0,0.0,0.0
8009,Bangbing,CN,,not found,not found,not found,not found
33688,Jeen,KR,1.0,M,0.0,1.0,0.0
34284,Joo Han,KR,1.0,?,0.0,0.0,1.0
29947,Seung Ju,KR,1.0,?,0.0,0.0,1.0
8010,Yueming,CN,,not found,not found,not found,not found
47616,David,US,2.0,M,0.0,1.0,0.0
28818,Ho-seop,KR,1.0,M,0.0,1.0,0.0
8011,Joonyeong,KR,,not found,not found,not found,not found
32957,Kazuna,JP,1.0,F,1.0,0.0,0.0
42402,Anja,DE,1.0,F,1.0,0.0,0.0
31262,Georgios,CA,1.0,M,0.0,1.0,0.0
53170,Steve A.,US,2.0,M,0.0,1.0,0.0
34514,Jong Seung,KR,1.0,?,0.0,0.0,1.0
48435,Gionathan,IT,2.0,M,0.0,1.0,0.0
8012,Guanglian,CN,,not found,not found,not found,not found
21595,Jiwon,KR,3.0,F,1.0,0.0,0.0
30925,Shingo,JP,1.0,M,0.0,1.0,0.0
8013,Fushen,CN,,not found,not found,not found,not found
8014,Lehong,CN,,not found,not found,not found,not found
21596,Ruiqian,CN,3.0,M,0.0,1.0,0.0
21597,Xueyong,CN,3.0,M,0.0,1.0,0.0
28669,Myung Kook,KR,1.0,?,0.0,0.0,1.0
49677,Joseph,US,2.0,M,0.0,1.0,0.0
32879,Kedar,US,1.0,M,0.0,1.0,0.0
8015,Nayeoung,KR,,not found,not found,not found,not found
49156,Javier,US,2.0,M,0.0,1.0,0.0
8016,Ali,US,,not found,not found,not found,not found
8017,Zhili,CN,,not found,not found,not found,not found
8018,Chengshuai,CN,,not found,not found,not found,not found
38196,Tracy,US,1.0,F,0.80432302,0.0,0.0
39575,Takeru,JP,1.0,M,0.0,1.0,0.0
21598,Pao-Lung,TW,3.0,M,0.0,1.0,0.0
8019,Yingchun,CN,,not found,not found,not found,not found
51709,Pankaj,IN,2.0,M,0.0,1.0,0.0
36803,Li,US,1.0,F,0.71261454,0.0,0.0
41664,Xin,US,1.0,F,0.83837461,0.0,0.0
8020,Zhaohua,CN,,not found,not found,not found,not found
8021,Jonghyuk,US,,not found,not found,not found,not found
36460,Hyeong Gun,KR,1.0,?,0.0,0.0,1.0
8022,Meicheng,US,,not found,not found,not found,not found
36073,Hugh,GB,1.0,M,0.0,1.0,0.0
35609,Marco,DE,1.0,M,0.0,1.0,0.0
44248,Dong Cheol,KR,1.0,M,0.0,1.0,0.0
8023,Yang,CN,,not found,not found,not found,not found
21599,Bing,CN,3.0,M,0.0,1.0,0.0
8024,Zuoqian,CN,,not found,not found,not found,not found
46646,Brant,US,2.0,M,0.0,1.0,0.0
29321,Norihisa,JP,1.0,M,0.0,1.0,0.0
8025,Johnes,UG,,not found,not found,not found,not found
31558,Renee Thompson,US,1.0,F,0.99141669,0.0,0.0
34214,Jose,FR,1.0,M,0.0,1.0,0.0
29650,Nikita,US,1.0,F,0.83384198,0.0,0.0
8026,Shaojie,CN,,not found,not found,not found,not found
32655,Kenko,JP,1.0,M,0.0,1.0,0.0
8027,Weichuan,US,,not found,not found,not found,not found
21600,Rongsheng,US,3.0,M,0.0,1.0,0.0
39998,Celia S.,US,1.0,F,0.99858522,0.0,0.0
28770,Natalya Lohinova,US,1.0,F,1.0,0.0,0.0
45066,Olle Maarten,CA,1.0,M,0.0,1.0,0.0
29032,Mun Hyeong,KR,1.0,?,0.0,0.0,1.0
8028,Mingge,CN,,not found,not found,not found,not found
54475,Yuning,US,2.0,F,1.0,0.0,0.0
53329,Tasnuva,US,2.0,F,1.0,0.0,0.0
30988,Shigeo,JP,1.0,M,0.0,1.0,0.0
21601,Yaping,CN,3.0,F,1.0,0.0,0.0
8029,Kyuho,KR,,not found,not found,not found,not found
21602,Chengyi,CN,3.0,M,0.0,1.0,0.0
41280,Yuli,US,1.0,F,1.0,0.0,0.0
34610,Jing,US,1.0,F,0.92206907,0.0,0.0
21603,Banishree,US,3.0,F,1.0,0.0,0.0
51219,Min,KR,2.0,M,0.0,1.0,0.0
8030,Liqing,CA,,not found,not found,not found,not found
8031,Peerapol,US,,not found,not found,not found,not found
8032,Youngwoo,KR,,not found,not found,not found,not found
34719,Kazuhiro,JP,1.0,M,0.0,1.0,0.0
8033,Juyong,KR,,not found,not found,not found,not found
54417,Young W.,US,2.0,M,0.0,1.0,0.0
39164,Chelsea K.,US,1.0,F,0.9971447,0.0,0.0
21604,Paroma,US,3.0,F,1.0,0.0,0.0
8034,Chayathorn,TH,,not found,not found,not found,not found
28943,Hualing,CN,1.0,F,1.0,0.0,0.0
34760,Kazuki,JP,1.0,M,0.0,1.0,0.0
44794,Jason Yingjie,US,1.0,F,0.66666669,0.0,0.0
8035,Jungyeob,KR,,not found,not found,not found,not found
8036,Zhongfeng,DE,,not found,not found,not found,not found
21605,Juho,KR,3.0,M,0.0,1.0,0.0
8037,Yanbiao,CN,,not found,not found,not found,not found
31215,Gerard,NL,1.0,M,0.0,1.0,0.0
21606,Cheng-Hao,TW,3.0,M,0.0,1.0,0.0
49943,Justin,US,2.0,M,0.0,1.0,0.0
21607,Shuzhen,CN,3.0,F,1.0,0.0,0.0
8038,Honglei,CN,,not found,not found,not found,not found
8039,Muny,CA,,not found,not found,not found,not found
8040,Younghun,US,,not found,not found,not found,not found
8041,Hisaharu,JP,,not found,not found,not found,not found
8042,Yonghyun,KR,,not found,not found,not found,not found
27719,Payman,US,1.0,M,0.0,1.0,0.0
40501,Young Jae,KR,1.0,?,0.0,0.0,0.66666669
8043,Zuoguang,US,,not found,not found,not found,not found
8044,Dongmin,KR,,not found,not found,not found,not found
49944,Justin Varkey,US,2.0,M,0.0,1.0,0.0
8045,Seongeun,KR,,not found,not found,not found,not found
8046,Lukiih,US,,not found,not found,not found,not found
53834,Weihao,US,2.0,M,0.0,1.0,0.0
53673,Vijay Kumar,IN,2.0,M,0.0,1.0,0.0
21608,Xin,SG,3.0,F,1.0,0.0,0.0
8047,Myungsu,KR,,not found,not found,not found,not found
8048,Haisheng,CN,,not found,not found,not found,not found
21609,Xue Mei D,CN,3.0,F,1.0,0.0,0.0
8049,Ali,CA,,not found,not found,not found,not found
27818,Hee Sook,KR,1.0,F,1.0,0.0,0.0
21610,Denney,DE,3.0,M,0.0,1.0,0.0
21611,Nischitha Thimmappa Gowda,US,3.0,F,1.0,0.0,0.0
38793,Vincent,FR,1.0,M,0.0,1.0,0.0
34376,Ju Ho,KR,1.0,?,0.0,0.0,1.0
21612,Huji,US,3.0,F,1.0,0.0,0.0
21613,Shahrooz,US,3.0,M,0.0,1.0,0.0
8050,Sunheui,KR,,not found,not found,not found,not found
21614,Zifeng,CN,3.0,M,0.0,1.0,0.0
46329,Arturo,IE,2.0,M,0.0,1.0,0.0
48708,Henry,US,2.0,M,0.0,1.0,0.0
21615,Shih-Chang,TW,3.0,F,1.0,0.0,0.0
21616,Xiong,CN,3.0,M,0.0,1.0,0.0
8051,Courosh,US,,not found,not found,not found,not found
43936,Takanori,JP,1.0,M,0.0,1.0,0.0
47084,Chris,GB,2.0,M,0.0,1.0,0.0
8052,Yun-Chi,TW,,not found,not found,not found,not found
8053,Liangcheng,CN,,not found,not found,not found,not found
44586,Min Su,KR,1.0,F,1.0,0.0,0.0
21617,Chengzhi,CN,3.0,M,0.0,1.0,0.0
39632,Tomoaki,JP,1.0,M,0.0,1.0,0.0
21618,Qi,CN,3.0,M,0.0,1.0,0.0
8054,Jin,US,,not found,not found,not found,not found
30440,Seo-Yeon,KR,1.0,?,0.0,0.0,1.0
36120,Hui,US,1.0,F,0.98956358,0.0,0.0
52292,Richard C.,US,2.0,M,0.0,1.0,0.0
50532,Liang,US,2.0,M,0.0,1.0,0.0
21619,Zhen,CN,3.0,M,0.0,1.0,0.0
43814,Sung Chul,KR,1.0,?,0.0,0.0,1.0
43096,Taichi,JP,1.0,M,0.0,1.0,0.0
30263,Seiichi,JP,1.0,M,0.0,1.0,0.0
40720,Alexandra,FR,1.0,F,1.0,0.0,0.0
28670,Myung An,KR,1.0,?,0.0,0.0,1.0
37592,Lizabeth,US,1.0,F,1.0,0.0,0.0
8055,Shalv,US,,not found,not found,not found,not found
33869,Jonas,SE,1.0,M,0.0,1.0,0.0
21620,Ime Bassey,SA,3.0,F,1.0,0.0,0.0
21621,Shengwei,CN,3.0,M,0.0,1.0,0.0
30652,Shoichi,JP,1.0,M,0.0,1.0,0.0
21622,Jie,CN,3.0,M,0.0,1.0,0.0
27986,Rajan,US,1.0,M,0.0,1.0,0.0
8056,Dongwook,KR,,not found,not found,not found,not found
8057,Eunju,KR,,not found,not found,not found,not found
47176,Christopher T.,US,2.0,M,0.0,1.0,0.0
34528,Kathleen Kimberly,US,1.0,F,0.9976216,0.0,0.0
54418,Young-Han,US,2.0,M,0.0,1.0,0.0
54538,Zachary,US,2.0,M,0.0,1.0,0.0
21623,Tao,US,3.0,M,0.0,1.0,0.0
8058,Linghao,CN,,not found,not found,not found,not found
38391,Bony,IN,1.0,?,0.0,0.0,1.0
8059,Jongchan,KR,,not found,not found,not found,not found
8060,Ling,JP,,not found,not found,not found,not found
53373,Thomas,CA,2.0,M,0.0,1.0,0.0
8061,Qiuwang,CN,,not found,not found,not found,not found
53492,Hyongsok Tom,US,2.0,M,0.0,1.0,0.0
31009,Emanuelis,LT,1.0,M,0.0,1.0,0.0
28694,Neda,US,1.0,F,0.9999609,0.0,0.0
39158,Taras,US,1.0,M,0.0,1.0,0.0
31563,Giuliano Maurizio,GB,1.0,M,0.0,1.0,0.0
50326,Kurt,US,2.0,M,0.0,1.0,0.0
21624,Wei,CN,3.0,M,0.0,1.0,0.0
8062,Canghuan,CN,,not found,not found,not found,not found
50844,Mark,US,2.0,M,0.0,1.0,0.0
37778,Lu,US,1.0,F,0.99538594,0.0,0.0
8063,Nien-Fang,TW,,not found,not found,not found,not found
28803,Nandkumar Janardan,IN,1.0,M,0.0,1.0,0.0
21625,Yunpeng,CN,3.0,M,0.0,1.0,0.0
8064,Yukitomo,JP,,not found,not found,not found,not found
8065,Paramesh,US,,not found,not found,not found,not found
8066,Yongjiang,CN,,not found,not found,not found,not found
46886,Carmen N.,BR,2.0,F,1.0,0.0,0.0
21626,Junliang,CN,3.0,M,0.0,1.0,0.0
35208,Hyun Woo,KR,1.0,?,0.0,0.0,1.0
50287,Kris,US,2.0,F,1.0,0.0,0.0
21627,Enhui,CN,3.0,F,1.0,0.0,0.0
8067,Meng,CN,,not found,not found,not found,not found
46658,Brent,US,2.0,M,0.0,1.0,0.0
37229,Ilona,DE,1.0,F,1.0,0.0,0.0
8068,Haifeng,US,,not found,not found,not found,not found
21628,Sundher,US,3.0,M,0.0,1.0,0.0
31553,Rene,AT,1.0,M,0.0,1.0,0.0
21629,Zeyuan,CN,3.0,M,0.0,1.0,0.0
47965,Emanuel,IT,2.0,M,0.0,1.0,0.0
40176,Catherine A.,US,1.0,F,0.99720114,0.0,0.0
54171,Yan,US,2.0,M,0.0,1.0,0.0
54578,Zhaohui,US,2.0,M,0.0,1.0,0.0
31104,Elaheh,US,1.0,F,1.0,0.0,0.0
27332,Petrus Antonius Maria,NL,1.0,M,0.0,1.0,0.0
32956,Kazunari,JP,1.0,M,0.0,1.0,0.0
40881,Zaid,US,1.0,M,0.0,1.0,0.0
8069,Geeyoung,KR,,not found,not found,not found,not found
21630,Wei,CN,3.0,M,0.0,1.0,0.0
21631,Yuanjie,CN,3.0,M,0.0,1.0,0.0
47352,Socheavy D.,US,2.0,M,0.0,1.0,0.0
54647,Zhou,US,2.0,M,0.0,1.0,0.0
8070,Jun,CN,,not found,not found,not found,not found
32517,Sang-Heon,KR,1.0,?,0.0,0.0,1.0
21632,Xun,US,3.0,M,0.0,1.0,0.0
48020,Eric,US,2.0,M,0.0,1.0,0.0
30066,Sheng,US,1.0,F,0.96858639,0.0,0.0
21633,Jianwen,CN,3.0,M,0.0,1.0,0.0
54587,Zhen,US,2.0,M,0.0,1.0,0.0
8071,Haifeng,CN,,not found,not found,not found,not found
8072,Yang,CN,,not found,not found,not found,not found
42114,Andre,DE,1.0,M,0.0,1.0,0.0
53907,William A.,US,2.0,M,0.0,1.0,0.0
30672,Eduard Anatolievich,RU,1.0,M,0.0,1.0,0.0
41885,Xiaobo,CN,1.0,M,0.0,1.0,0.0
50086,Kateryna Stanislavovna,NL,2.0,F,1.0,0.0,0.0
39817,Torben Krogsgaard,DK,1.0,M,0.0,1.0,0.0
8073,Guangqin,CN,,not found,not found,not found,not found
8074,Zhenchao,CN,,not found,not found,not found,not found
42319,Yann,FR,1.0,M,0.0,1.0,0.0
8075,Hyunkyoung,KR,,not found,not found,not found,not found
21634,Ellalahewage Sathyajith,US,3.0,M,0.0,1.0,0.0
32134,Satoko,JP,1.0,F,1.0,0.0,0.0
8076,Junsheng,CN,,not found,not found,not found,not found
8077,Hongrui,CN,,not found,not found,not found,not found
8078,Junsung,US,,not found,not found,not found,not found
8079,Jianglin,CN,,not found,not found,not found,not found
8080,Xiaofa,CN,,not found,not found,not found,not found
29599,Nina P,RU,1.0,F,1.0,0.0,0.0
32545,Ji Hyung,KR,1.0,?,0.0,0.0,1.0
51592,Nora,SA,2.0,F,1.0,0.0,0.0
52949,Sheetal,IN,2.0,F,1.0,0.0,0.0
8081,Themistoclis,US,,not found,not found,not found,not found
54312,Yi-Chun,TW,2.0,M,0.0,1.0,0.0
8082,Guangjie,CN,,not found,not found,not found,not found
40148,Carolyn Greer,US,1.0,F,0.99708271,0.0,0.0
21635,Zoher,US,3.0,M,0.0,1.0,0.0
21636,Jinsong,CN,3.0,M,0.0,1.0,0.0
27433,Hana,US,1.0,F,0.9992699,0.0,0.0
21637,Wenmei,CN,3.0,F,1.0,0.0,0.0
8083,Yun,CN,,not found,not found,not found,not found
41129,Akihiro,JP,1.0,M,0.0,1.0,0.0
8084,Zhuo,SG,,not found,not found,not found,not found
8085,Zhinong,SE,,not found,not found,not found,not found
43269,Susan K.,US,1.0,F,0.99774206,0.0,0.0
8086,Naihong,CN,,not found,not found,not found,not found
27836,Paulus Petrus,NL,1.0,M,0.0,1.0,0.0
8087,Guotong,CN,,not found,not found,not found,not found
29779,Nishit Umesh,US,1.0,M,0.0,1.0,0.0
51681,Milnes P.,US,2.0,M,0.0,1.0,0.0
40536,Allison,US,1.0,F,0.9863255,0.0,0.0
21638,Hemani,IN,3.0,F,1.0,0.0,0.0
8088,Jinqian,CN,,not found,not found,not found,not found
28167,Ramkumar,US,1.0,M,0.0,1.0,0.0
28566,Nam Joo,KR,1.0,?,0.0,0.0,1.0
40499,Young-Ho,KR,1.0,?,0.0,0.0,0.66666669
52219,Raymond A.,US,2.0,M,0.0,1.0,0.0
40490,Young Hee,KR,1.0,?,0.0,0.0,0.66666669
43350,Cornelis F. J.,NL,1.0,M,0.0,1.0,0.0
8089,Yu,US,,not found,not found,not found,not found
21639,Chunxiao,CN,3.0,F,1.0,0.0,0.0
8090,Yousheng,CN,,not found,not found,not found,not found
35713,Marius,CA,1.0,M,0.0,1.0,0.0
8091,Ruyu,CN,,not found,not found,not found,not found
43784,Di,US,1.0,F,0.81060606,0.0,0.0
36804,Li H.,US,1.0,F,0.71261454,0.0,0.0
8092,Minseong,KR,,not found,not found,not found,not found
8093,Chaozhe,CN,,not found,not found,not found,not found
48811,Hugh Evan,US,2.0,M,0.0,1.0,0.0
8094,Songyean,KR,,not found,not found,not found,not found
21640,Niu,CN,3.0,F,1.0,0.0,0.0
8095,Hyunchang,KR,,not found,not found,not found,not found
8096,Hyungrok,KR,,not found,not found,not found,not found
21641,Hua,US,3.0,M,0.0,1.0,0.0
8097,Cheulhee,KR,,not found,not found,not found,not found
36043,Mikkel,DK,1.0,M,0.0,1.0,0.0
51109,Michael,US,2.0,M,0.0,1.0,0.0
40590,Alireza,US,1.0,M,0.0,1.0,0.0
41789,Artzai,ES,1.0,M,0.0,1.0,0.0
21642,Po-Hao,TW,3.0,M,0.0,1.0,0.0
21643,Deog-Kyoon,KR,3.0,M,0.0,1.0,0.0
21644,Hyunyoung,KR,3.0,F,1.0,0.0,0.0
21645,Thrimoorthy,US,3.0,M,0.0,1.0,0.0
8098,Hui,CN,,not found,not found,not found,not found
36191,Matthias J.,AT,1.0,M,0.0,1.0,0.0
40485,Young Woo,KR,1.0,?,0.0,0.0,0.66666669
8099,Sihong,US,,not found,not found,not found,not found
8100,Huang,CN,,not found,not found,not found,not found
54172,Yan,US,2.0,M,0.0,1.0,0.0
8101,Soumalya,US,,not found,not found,not found,not found
32112,Satoru,JP,1.0,M,0.0,1.0,0.0
29417,Osman M.,SA,1.0,M,0.0,1.0,0.0
40311,Alexander,DE,1.0,M,0.0,1.0,0.0
8102,Changho,US,,not found,not found,not found,not found
21646,Yongjian,CN,3.0,M,0.0,1.0,0.0
8103,Rajdeep,US,,not found,not found,not found,not found
52368,Robert,US,2.0,M,0.0,1.0,0.0
36805,Li-Ju,US,1.0,F,0.71261454,0.0,0.0
32843,Jessica Paola,US,1.0,F,0.99656838,0.0,0.0
