,name_first,country,level,gender,F,M,?
21451,Gan,CN,3.0,M,0.0,1.0,0.0
21452,Basudeb,US,3.0,M,0.0,1.0,0.0
34993,Joaquín,ES,1.0,M,0.0,1.0,0.0
21453,Ming,CN,3.0,M,0.0,1.0,0.0
40202,Carsten,DE,1.0,M,0.0,1.0,0.0
38122,Berit,DK,1.0,F,1.0,0.0,0.0
7833,Yunchuan,CN,,not found,not found,not found,not found
45093,Jun Woo,KR,1.0,?,0.0,0.0,1.0
54033,Xiao,GB,2.0,F,1.0,0.0,0.0
54401,Yongjie,US,2.0,M,0.0,1.0,0.0
45798,Abreham,NO,2.0,M,0.0,1.0,0.0
7834,Jingyun,US,,not found,not found,not found,not found
21454,Lihui,US,3.0,F,1.0,0.0,0.0
7835,Mengbiao,CN,,not found,not found,not found,not found
30837,Shuhei,JP,1.0,M,0.0,1.0,0.0
7836,Seungyeol,US,,not found,not found,not found,not found
21455,Lingfen,CN,3.0,F,1.0,0.0,0.0
7837,Sateesh K.,US,,not found,not found,not found,not found
