,name_first,country,level,gender,F,M,?
17762,Pengpeng,CN,3.0,M,0.0,1.0,0.0
164,Yonghe,US,,not found,not found,not found,not found
165,Jin,US,,not found,not found,not found,not found
33416,Joan,US,1.0,F,0.98907328,0.0,0.0
47223,Chris,US,2.0,M,0.0,1.0,0.0
166,Chengao,US,,not found,not found,not found,not found
38903,Nobuaki,JP,1.0,M,0.0,1.0,0.0
31998,In Jong,US,1.0,F,0.76190478,0.0,0.0
32937,Hak Gee,KR,1.0,?,0.0,0.0,1.0
37337,Won Soon,KR,1.0,M,0.0,1.0,0.0
50269,Kevin,US,2.0,M,0.0,1.0,0.0
17763,Dhanashekar,US,3.0,M,0.0,1.0,0.0
17764,Arndt,US,3.0,M,0.0,1.0,0.0
17765,Jianxin,CN,3.0,M,0.0,1.0,0.0
17766,Lianying,CA,3.0,F,1.0,0.0,0.0
37209,Willem H.,US,1.0,M,0.0,1.0,0.0
17767,Rao,CN,3.0,M,0.0,1.0,0.0
37801,Xiaohui,CN,1.0,F,1.0,0.0,0.0
41125,Saurabh,US,1.0,M,0.0,1.0,0.0
17768,Xiaobin,CN,3.0,M,0.0,1.0,0.0
17769,Boyu,US,3.0,M,0.0,1.0,0.0
36770,Yuxi,US,1.0,F,1.0,0.0,0.0
167,Suranganie,US,,not found,not found,not found,not found
168,Ashvani K.,US,,not found,not found,not found,not found
37249,Wendy,CA,1.0,F,1.0,0.0,0.0
169,Shiliang,CN,,not found,not found,not found,not found
17770,Jae,US,3.0,F,1.0,0.0,0.0
35728,Sébastien,FR,1.0,M,0.0,1.0,0.0
35663,Taeyong,KR,1.0,M,0.0,1.0,0.0
17771,Zheng,CN,3.0,M,0.0,1.0,0.0
54684,Zun,US,2.0,M,0.0,1.0,0.0
41002,Shibi,IN,1.0,F,1.0,0.0,0.0
30078,Mattia,IT,1.0,M,0.0,1.0,0.0
170,Po-Ying,TW,,not found,not found,not found,not found
38887,Noboru,JP,1.0,M,0.0,1.0,0.0
171,Zhaoguo,CN,,not found,not found,not found,not found
50376,Kiyoshi James,US,2.0,M,0.0,1.0,0.0
172,Yaobin,CN,,not found,not found,not found,not found
173,Chengao,CN,,not found,not found,not found,not found
174,Dongyun,KR,,not found,not found,not found,not found
175,Jiaxin,CN,,not found,not found,not found,not found
17772,Qiang,CN,3.0,M,0.0,1.0,0.0
33000,Hee Bum,KR,1.0,F,1.0,0.0,0.0
176,Qimei,CN,,not found,not found,not found,not found
177,Ruilong,US,,not found,not found,not found,not found
39699,Shoji,JP,1.0,M,0.0,1.0,0.0
29911,Mikko,FI,1.0,M,0.0,1.0,0.0
17773,Junyoung,KR,3.0,M,0.0,1.0,0.0
49782,Joseph,US,2.0,M,0.0,1.0,0.0
42170,Atanu R.,IN,1.0,M,0.0,1.0,0.0
38084,Radhish,IN,1.0,M,0.0,1.0,0.0
41577,Alba,ES,1.0,F,1.0,0.0,0.0
28456,Korneel,BE,1.0,M,0.0,1.0,0.0
45030,Jun Keun,KR,1.0,?,0.0,0.0,1.0
44006,Angela,US,1.0,F,0.99675673,0.0,0.0
178,Seongwook,KR,,not found,not found,not found,not found
37599,Yael,IL,1.0,F,1.0,0.0,0.0
17774,Jinhua,CN,3.0,F,1.0,0.0,0.0
17775,Ventsislav,BG,3.0,M,0.0,1.0,0.0
179,Ching-Hsiang,TW,,not found,not found,not found,not found
17776,Mingxing,CN,3.0,M,0.0,1.0,0.0
52041,Pradeep K.,IN,2.0,M,0.0,1.0,0.0
17777,Shucheng,CN,3.0,M,0.0,1.0,0.0
180,Xiasen,CN,,not found,not found,not found,not found
51560,Nicholas,US,2.0,M,0.0,1.0,0.0
54172,Xinyuan,US,2.0,F,1.0,0.0,0.0
52057,Praveen,IN,2.0,M,0.0,1.0,0.0
50270,Kevin,US,2.0,M,0.0,1.0,0.0
37256,Weiwei,US,1.0,F,1.0,0.0,0.0
181,Rajasimman,US,,not found,not found,not found,not found
50906,Mark,US,2.0,M,0.0,1.0,0.0
182,Jinsam,KR,,not found,not found,not found,not found
51914,Paulo,MX,2.0,M,0.0,1.0,0.0
17778,Jianqiang,US,3.0,M,0.0,1.0,0.0
42436,Christoph,US,1.0,M,0.0,1.0,0.0
183,Yanqun,CN,,not found,not found,not found,not found
47687,David,US,2.0,M,0.0,1.0,0.0
17779,Shimin,CN,3.0,F,1.0,0.0,0.0
17780,Wei,CN,3.0,M,0.0,1.0,0.0
17781,Yongji,CN,3.0,M,0.0,1.0,0.0
54221,Yan,US,2.0,M,0.0,1.0,0.0
35146,Vaibhav,US,1.0,M,0.0,1.0,0.0
46281,Andrew,US,2.0,M,0.0,1.0,0.0
31905,Ian Dwight,GB,1.0,M,0.0,1.0,0.0
17782,Zehan,CN,3.0,M,0.0,1.0,0.0
39300,Pengfei,CN,1.0,M,0.0,1.0,0.0
184,Hongjian,CN,,not found,not found,not found,not found
33833,Ju Yeong,KR,1.0,?,0.0,0.0,1.0
32599,Giuseppe,IT,1.0,M,0.0,1.0,0.0
185,Myeong-Dong,KR,,not found,not found,not found,not found
186,Qiusheng,CN,,not found,not found,not found,not found
17783,Qing,CN,3.0,F,1.0,0.0,0.0
187,Ripduman,US,,not found,not found,not found,not found
48924,Hsin-Hua,US,2.0,F,1.0,0.0,0.0
35887,Sung Bong,KR,1.0,?,0.0,0.0,1.0
17784,Hyunjung,KR,3.0,F,1.0,0.0,0.0
47517,Dan,US,2.0,M,0.0,1.0,0.0
188,Jaehyun,US,,not found,not found,not found,not found
45083,Zebuliagh Cain,US,1.0,M,0.0,1.0,0.0
189,Yiping,JP,,not found,not found,not found,not found
33351,Jing,US,1.0,F,0.92206907,0.0,0.0
17785,Hyun Sik,US,3.0,M,0.0,1.0,0.0
190,Dongming,CN,,not found,not found,not found,not found
52021,Piergiacomo,DE,2.0,M,0.0,1.0,0.0
191,Hyunah,KR,,not found,not found,not found,not found
192,Shengfu,CN,,not found,not found,not found,not found
53101,Simon,FI,2.0,M,0.0,1.0,0.0
29734,Keisuke,JP,1.0,M,0.0,1.0,0.0
42900,Alyson,CA,1.0,F,1.0,0.0,0.0
28268,Kyoko,JP,1.0,F,1.0,0.0,0.0
17786,Fuqiang,CN,3.0,M,0.0,1.0,0.0
47271,Christopher M.,US,2.0,M,0.0,1.0,0.0
17787,Min,CN,3.0,M,0.0,1.0,0.0
48772,Hari,IN,2.0,M,0.0,1.0,0.0
34769,Thomas,FR,1.0,M,0.0,1.0,0.0
193,Zhaoming,US,,not found,not found,not found,not found
194,Sai,US,,not found,not found,not found,not found
17788,Chunguang,CN,3.0,M,0.0,1.0,0.0
45807,Ram Shankar,US,1.0,M,0.0,1.0,0.0
195,Abdoulelah,SA,,not found,not found,not found,not found
42264,Deok Soo,KR,1.0,?,0.0,0.0,1.0
196,Injae,KR,,not found,not found,not found,not found
45552,Yalin Evren,US,1.0,M,0.0,1.0,0.0
17789,Yong Jun,TW,3.0,M,0.0,1.0,0.0
17790,Haojie,CN,3.0,M,0.0,1.0,0.0
17791,Ahmadreza,US,3.0,M,0.0,1.0,0.0
38460,Robert Victor,GB,1.0,M,0.0,1.0,0.0
31216,Masatoshi,JP,1.0,M,0.0,1.0,0.0
40996,Shigeaki,JP,1.0,M,0.0,1.0,0.0
17792,Qian,CN,3.0,M,0.0,1.0,0.0
54212,Ali Yahya,US,2.0,M,0.0,1.0,0.0
41154,Se Young,KR,1.0,?,0.0,0.0,1.0
34415,Jin Sang,KR,1.0,F,1.0,0.0,0.0
197,Euisoo,KR,,not found,not found,not found,not found
17793,Zhiqiang,US,3.0,M,0.0,1.0,0.0
53610,Travis Timothy,US,2.0,M,0.0,1.0,0.0
17794,Zihui,CN,3.0,F,1.0,0.0,0.0
46708,Bjoern,DE,2.0,M,0.0,1.0,0.0
38049,Rachel Saylor,US,1.0,F,0.99679464,0.0,0.0
17795,Nicolas,DK,3.0,M,0.0,1.0,0.0
198,Li-Chiao,TW,,not found,not found,not found,not found
199,Yi-Hsien,TW,,not found,not found,not found,not found
28756,Linda,US,1.0,F,0.99741536,0.0,0.0
45002,Alagu Sanjana,US,1.0,F,1.0,0.0,0.0
32351,Guowei,CN,1.0,M,0.0,1.0,0.0
54621,Zhihong,US,2.0,M,0.0,1.0,0.0
200,Yeunwoong,KR,,not found,not found,not found,not found
201,Taolei,CN,,not found,not found,not found,not found
30799,Marcelo,BR,1.0,M,0.0,1.0,0.0
202,Cheon-Woo,KR,,not found,not found,not found,not found
37068,Yukino,JP,1.0,F,1.0,0.0,0.0
48534,Gholamrezà,CA,2.0,M,0.0,1.0,0.0
31108,Masahiko,JP,1.0,M,0.0,1.0,0.0
203,Su-Hae,KR,,not found,not found,not found,not found
29095,Kazuhiro,JP,1.0,M,0.0,1.0,0.0
31698,Hiroaki,JP,1.0,M,0.0,1.0,0.0
17796,Min,CN,3.0,M,0.0,1.0,0.0
204,Chia-Hung,TW,,not found,not found,not found,not found
205,Bin,US,,not found,not found,not found,not found
44003,Chang-Hong,CN,1.0,?,0.0,0.0,1.0
45945,Adam,US,2.0,M,0.0,1.0,0.0
206,Honggang,CN,,not found,not found,not found,not found
207,Je-Hun,KR,,not found,not found,not found,not found
53061,Shivendra,CA,2.0,M,0.0,1.0,0.0
208,Dong-Un,KR,,not found,not found,not found,not found
52229,Ramanan,US,2.0,M,0.0,1.0,0.0
38770,Rhea,US,1.0,F,0.97293532,0.0,0.0
32646,Gilberto,CA,1.0,M,0.0,1.0,0.0
209,Pashmina,GB,,not found,not found,not found,not found
17797,Qing,CN,3.0,F,1.0,0.0,0.0
47272,Christopher Philip,US,2.0,M,0.0,1.0,0.0
210,Hujun,CN,,not found,not found,not found,not found
211,Namje,KR,,not found,not found,not found,not found
53863,Wei,US,2.0,M,0.0,1.0,0.0
32097,Hyun,KR,1.0,?,0.0,0.0,1.0
40264,Sindy Andrea,US,1.0,F,1.0,0.0,0.0
17798,Qiqi,CN,3.0,F,1.0,0.0,0.0
51561,Nicholas Joseph,US,2.0,M,0.0,1.0,0.0
54291,Yi,CN,2.0,M,0.0,1.0,0.0
17799,Eunhye,KR,3.0,F,1.0,0.0,0.0
43160,Fan,US,1.0,F,0.96913582,0.0,0.0
212,Renmao,CN,,not found,not found,not found,not found
53519,Tim,US,2.0,M,0.0,1.0,0.0
17800,Bo,US,3.0,M,0.0,1.0,0.0
17801,Yi,US,3.0,M,0.0,1.0,0.0
17802,Xiangdong,CN,3.0,M,0.0,1.0,0.0
17803,Jayavel,US,3.0,M,0.0,1.0,0.0
35990,Takeshi,JP,1.0,M,0.0,1.0,0.0
213,Shizhen,CN,,not found,not found,not found,not found
214,Chan-Gi,KR,,not found,not found,not found,not found
37362,Won-Chul,KR,1.0,M,0.0,1.0,0.0
215,Sheshi,US,,not found,not found,not found,not found
216,Shenhong,US,,not found,not found,not found,not found
17804,Zhen,CN,3.0,M,0.0,1.0,0.0
29951,Miguel,FR,1.0,M,0.0,1.0,0.0
17805,Grum,CA,3.0,F,1.0,0.0,0.0
217,Minxian,US,,not found,not found,not found,not found
39868,Shinji,JP,1.0,M,0.0,1.0,0.0
17806,Zhimin,CN,3.0,M,0.0,1.0,0.0
17807,Barton,CN,3.0,M,0.0,1.0,0.0
218,Jin,CN,,not found,not found,not found,not found
45515,O Jae,KR,1.0,?,0.0,0.0,1.0
219,Wondimeneh,US,,not found,not found,not found,not found
220,Chung-Ting,TW,,not found,not found,not found,not found
36577,Ying,US,1.0,F,0.65057182,0.0,0.0
221,Kimmai,US,,not found,not found,not found,not found
17808,Hyelim,KR,3.0,F,1.0,0.0,0.0
52688,Wajira S.,US,2.0,M,0.0,1.0,0.0
17809,Wenyi,CN,3.0,F,1.0,0.0,0.0
222,Sangik,KR,,not found,not found,not found,not found
223,Zhun,US,,not found,not found,not found,not found
224,Chen-Hung,TW,,not found,not found,not found,not found
225,Xianhong,CN,,not found,not found,not found,not found
54357,Yiqi,US,2.0,M,0.0,1.0,0.0
49369,Jeremy F.,US,2.0,M,0.0,1.0,0.0
48299,Fotios,GB,2.0,M,0.0,1.0,0.0
32982,Haruya,JP,1.0,M,0.0,1.0,0.0
226,Gwan-Hyung,KR,,not found,not found,not found,not found
17810,Madhusudan K.,US,3.0,M,0.0,1.0,0.0
227,Zongfu,US,,not found,not found,not found,not found
37182,Werner,CH,1.0,M,0.0,1.0,0.0
17811,Jianlin,US,3.0,M,0.0,1.0,0.0
17812,Kun,CN,3.0,M,0.0,1.0,0.0
228,Naokichi,JP,,not found,not found,not found,not found
17813,Somi,KR,3.0,F,1.0,0.0,0.0
229,Seongwook,KR,,not found,not found,not found,not found
230,Yue-Mei,US,,not found,not found,not found,not found
52423,Robert,US,2.0,M,0.0,1.0,0.0
46522,Austin,US,2.0,M,0.0,1.0,0.0
44446,Gang,US,1.0,M,0.0,1.0,0.0
44537,Christian,CH,1.0,M,0.0,1.0,0.0
40850,Sang Ok,KR,1.0,?,0.0,0.0,1.0
17814,Zhenhao,CN,3.0,M,0.0,1.0,0.0
35721,Tabrez Ahmed,IN,1.0,M,0.0,1.0,0.0
17815,Hai,CN,3.0,M,0.0,1.0,0.0
41377,Debdulal,IN,1.0,M,0.0,1.0,0.0
36299,Takashi,JP,1.0,M,0.0,1.0,0.0
231,Yueh-Chuan,TW,,not found,not found,not found,not found
232,Shoibal,IN,,not found,not found,not found,not found
233,Jinxiu,CN,,not found,not found,not found,not found
17816,Pengpeng,CN,3.0,M,0.0,1.0,0.0
234,Chackan,US,,not found,not found,not found,not found
235,Yingchun,CN,,not found,not found,not found,not found
236,Nakcho,KR,,not found,not found,not found,not found
34902,Tomas,LT,1.0,M,0.0,1.0,0.0
43643,Akinobu,JP,1.0,M,0.0,1.0,0.0
29479,Kentaro,JP,1.0,M,0.0,1.0,0.0
40657,Sanjeev,US,1.0,M,0.0,1.0,0.0
17817,Jian,US,3.0,M,0.0,1.0,0.0
17818,Song,CN,3.0,M,0.0,1.0,0.0
17819,Tadaki,JP,3.0,M,0.0,1.0,0.0
34635,Ji Sung,KR,1.0,?,0.0,0.0,1.0
237,Yanran,US,,not found,not found,not found,not found
53574,Tom,US,2.0,M,0.0,1.0,0.0
238,Kai-Chieh,TW,,not found,not found,not found,not found
17820,Chunxiao,CN,3.0,F,1.0,0.0,0.0
31879,Ilia,US,1.0,F,0.8749634,0.0,0.0
17821,Shavini,US,3.0,F,1.0,0.0,0.0
40381,Sourish,US,1.0,M,0.0,1.0,0.0
51562,Nicholas John,US,2.0,M,0.0,1.0,0.0
40417,Sol,KR,1.0,?,0.0,0.0,1.0
30193,Melanie,US,1.0,F,0.99734324,0.0,0.0
48069,Elhadje,FR,2.0,M,0.0,1.0,0.0
47562,Daniel H.,US,2.0,M,0.0,1.0,0.0
239,Yongwoo,KR,,not found,not found,not found,not found
240,Yoonsoo,KR,,not found,not found,not found,not found
241,Shaobo,CN,,not found,not found,not found,not found
242,Hosoo,KR,,not found,not found,not found,not found
38612,Reda Mohamedy,SA,1.0,M,0.0,1.0,0.0
243,Yunzheng,CN,,not found,not found,not found,not found
244,Yanan,CN,,not found,not found,not found,not found
245,Jeiwook,KR,,not found,not found,not found,not found
38702,Raunak Ravindra,IN,1.0,M,0.0,1.0,0.0
246,Fuming,US,,not found,not found,not found,not found
17822,Anusha,IN,3.0,F,1.0,0.0,0.0
17823,Xiao,CN,3.0,F,1.0,0.0,0.0
42875,Boris,FR,1.0,M,0.0,1.0,0.0
42724,Albertus Cornelis,NL,1.0,M,0.0,1.0,0.0
47655,Darren,US,2.0,M,0.0,1.0,0.0
36507,Yoshinori,JP,1.0,M,0.0,1.0,0.0
45349,Makesh Pravin,US,1.0,M,0.0,1.0,0.0
51290,Milan,US,2.0,M,0.0,1.0,0.0
247,Sungkyun,KR,,not found,not found,not found,not found
40310,Silky,IN,1.0,F,1.0,0.0,0.0
30315,Naoto,JP,1.0,M,0.0,1.0,0.0
248,Hohyun,KR,,not found,not found,not found,not found
34414,Jin Woong,KR,1.0,F,1.0,0.0,0.0
40341,Simon,FR,1.0,M,0.0,1.0,0.0
38011,Raffaella,IT,1.0,F,1.0,0.0,0.0
249,Jianglei,CA,,not found,not found,not found,not found
17824,Liqiang,CN,3.0,M,0.0,1.0,0.0
250,Huanqing,CN,,not found,not found,not found,not found
251,San-Liang,TW,,not found,not found,not found,not found
252,Zhouping,CN,,not found,not found,not found,not found
253,Qunyan,CN,,not found,not found,not found,not found
17825,Dawei,CN,3.0,M,0.0,1.0,0.0
254,Hezhong,CN,,not found,not found,not found,not found
255,Hitul,GB,,not found,not found,not found,not found
256,Zhengxiang,CN,,not found,not found,not found,not found
257,Beomsik,KR,,not found,not found,not found,not found
17826,Prabhudev,US,3.0,M,0.0,1.0,0.0
17827,Eunhee,KR,3.0,F,1.0,0.0,0.0
39645,Shuai,US,1.0,M,0.0,1.0,0.0
17828,Xiaozhong,US,3.0,M,0.0,1.0,0.0
17829,David Pratama,SG,3.0,M,0.0,1.0,0.0
258,Lin,US,,not found,not found,not found,not found
259,Yanhui,CN,,not found,not found,not found,not found
260,Mohammadhadi,CA,,not found,not found,not found,not found
17830,Zheng,CN,3.0,M,0.0,1.0,0.0
32938,Hak Young,KR,1.0,?,0.0,0.0,1.0
43316,Adriana,RO,1.0,F,1.0,0.0,0.0
17831,Wu,CN,3.0,M,0.0,1.0,0.0
17832,Min,CN,3.0,M,0.0,1.0,0.0
261,Pi-Lun,TW,,not found,not found,not found,not found
17833,Xiaolong,CN,3.0,M,0.0,1.0,0.0
17834,Roham,IR,3.0,M,0.0,1.0,0.0
17835,Guoying,CN,3.0,F,1.0,0.0,0.0
262,Congying,CN,,not found,not found,not found,not found
45091,Carlos Maximiliano,IT,1.0,M,0.0,1.0,0.0
263,Pochun,TW,,not found,not found,not found,not found
54222,Yan,US,2.0,M,0.0,1.0,0.0
43519,Brian,IE,1.0,M,0.0,1.0,0.0
17836,Luyao,CN,3.0,F,1.0,0.0,0.0
53169,Spencer Lawrence,US,2.0,M,0.0,1.0,0.0
17837,Xiaoping,US,3.0,F,1.0,0.0,0.0
47168,Chen,CA,2.0,M,0.0,1.0,0.0
34749,Ting,US,1.0,F,0.87758797,0.0,0.0
38167,Rajesh,US,1.0,M,0.0,1.0,0.0
30353,Nam-Ho,KR,1.0,M,0.0,1.0,0.0
28557,Kyu Bum,KR,1.0,?,0.0,0.0,1.0
264,Sowdambiga,US,,not found,not found,not found,not found
30114,Mennatallah Mostafa,CA,1.0,F,1.0,0.0,0.0
39620,Patricia,ES,1.0,F,1.0,0.0,0.0
17838,Mao Xiong,CN,3.0,M,0.0,1.0,0.0
46453,Aravind,DE,2.0,M,0.0,1.0,0.0
45580,Zeung Il,KR,1.0,M,0.0,1.0,0.0
50510,Lei,CN,2.0,M,0.0,1.0,0.0
17839,Sheng,CN,3.0,M,0.0,1.0,0.0
42949,Daniele,IT,1.0,M,0.0,1.0,0.0
28790,Lauren,CA,1.0,F,0.99908733,0.0,0.0
265,Chunchao,CN,,not found,not found,not found,not found
17840,Hengameh,US,3.0,F,1.0,0.0,0.0
266,Wei-Shuo,TW,,not found,not found,not found,not found
34744,Tingting,CN,1.0,F,1.0,0.0,0.0
41486,Felix,DE,1.0,M,0.0,1.0,0.0
267,Fubin,CN,,not found,not found,not found,not found
39028,Niamh,GB,1.0,F,1.0,0.0,0.0
47113,Chang,US,2.0,M,0.0,1.0,0.0
33552,Juha,FI,1.0,M,0.0,1.0,0.0
46025,Akhila,IN,2.0,F,1.0,0.0,0.0
268,Fei,US,,not found,not found,not found,not found
17841,Tim,CN,3.0,M,0.0,1.0,0.0
17842,Jianfeng,CN,3.0,M,0.0,1.0,0.0
41454,Elaine,US,1.0,F,0.99744201,0.0,0.0
17843,Weijie,CN,3.0,M,0.0,1.0,0.0
48366,Nagasimha G.,US,2.0,F,1.0,0.0,0.0
40027,Shintaro,JP,1.0,M,0.0,1.0,0.0
32664,Hemanth Krishna,US,1.0,M,0.0,1.0,0.0
42867,Bogdan,US,1.0,M,0.0,1.0,0.0
17844,Wanshi,US,3.0,M,0.0,1.0,0.0
269,Xuxiang,CN,,not found,not found,not found,not found
270,Xiaoxing,CN,,not found,not found,not found,not found
271,Cholok,KR,,not found,not found,not found,not found
48124,Eric,US,2.0,M,0.0,1.0,0.0
272,Yongjune,US,,not found,not found,not found,not found
17845,Wanshi,US,3.0,M,0.0,1.0,0.0
52155,Padmanabha R.,US,2.0,M,0.0,1.0,0.0
273,Sakethnath,US,,not found,not found,not found,not found
17846,Fernando,IL,3.0,M,0.0,1.0,0.0
50225,Kemal,US,2.0,M,0.0,1.0,0.0
274,Jinsung,KR,,not found,not found,not found,not found
46632,Benjamin Meng-Ching,US,2.0,M,0.0,1.0,0.0
43686,Gal,IL,1.0,M,0.0,1.0,0.0
275,Jinghui,US,,not found,not found,not found,not found
49192,Janez,GB,2.0,M,0.0,1.0,0.0
34039,Jean,CA,1.0,F,0.75219166,0.0,0.0
17847,Abedan,CA,3.0,F,1.0,0.0,0.0
17848,Xianmin,US,3.0,M,0.0,1.0,0.0
276,Fangzhan,CN,,not found,not found,not found,not found
17849,Yuhki,JP,3.0,M,0.0,1.0,0.0
17850,Purshottam,US,3.0,M,0.0,1.0,0.0
17851,Tianbo,CN,3.0,M,0.0,1.0,0.0
277,Yecheng,CN,,not found,not found,not found,not found
35782,Sultan Sabri,SA,1.0,M,0.0,1.0,0.0
17852,Jian,US,3.0,M,0.0,1.0,0.0
17853,Xinmei,CN,3.0,F,1.0,0.0,0.0
43509,Alberto,ES,1.0,M,0.0,1.0,0.0
53670,Adour V.,US,2.0,M,0.0,1.0,0.0
278,Jiancong,CN,,not found,not found,not found,not found
32771,Hidemitsu,JP,1.0,M,0.0,1.0,0.0
279,Shen-Nan,TW,,not found,not found,not found,not found
280,Jinfei,CN,,not found,not found,not found,not found
281,Zhongfeng,DE,,not found,not found,not found,not found
46820,Brian D.,US,2.0,M,0.0,1.0,0.0
31447,Hosam E.,US,1.0,M,0.0,1.0,0.0
53264,Steven,US,2.0,M,0.0,1.0,0.0
38526,Ryuji,JP,1.0,M,0.0,1.0,0.0
17854,Tao,CN,3.0,M,0.0,1.0,0.0
41823,Bernd,DE,1.0,M,0.0,1.0,0.0
282,Chang-Feng,TW,,not found,not found,not found,not found
29451,Kengo,JP,1.0,M,0.0,1.0,0.0
50609,Liang,US,2.0,M,0.0,1.0,0.0
283,Rennier,PH,,not found,not found,not found,not found
47273,Christopher Michael,US,2.0,M,0.0,1.0,0.0
284,Gil-ju,KR,,not found,not found,not found,not found
52767,Sami A.,CA,2.0,M,0.0,1.0,0.0
285,Guo-Hui,TW,,not found,not found,not found,not found
51299,Min Seok,KR,2.0,M,0.0,1.0,0.0
286,Chidambareswaran,US,,not found,not found,not found,not found
43892,Charissa,US,1.0,F,1.0,0.0,0.0
41452,Byung-Hoon,KR,1.0,M,0.0,1.0,0.0
17855,Mohammadali,IR,3.0,M,0.0,1.0,0.0
28997,Kathrin,DE,1.0,F,1.0,0.0,0.0
48741,Hao,US,2.0,M,0.0,1.0,0.0
287,Fei,US,,not found,not found,not found,not found
17856,Lixiang,CN,3.0,F,1.0,0.0,0.0
288,Hongqiang,US,,not found,not found,not found,not found
17857,Yu-Wen,TW,3.0,F,1.0,0.0,0.0
41597,Bernhard,DE,1.0,M,0.0,1.0,0.0
34000,Jayaraman J.,IN,1.0,?,0.0,0.0,1.0
44951,Kamalesh Kuppusamy,IN,1.0,M,0.0,1.0,0.0
289,Hui,CN,,not found,not found,not found,not found
17858,Zhibin,CN,3.0,M,0.0,1.0,0.0
42148,Benno,DE,1.0,M,0.0,1.0,0.0
51127,Michael,US,2.0,M,0.0,1.0,0.0
17859,Bo,CN,3.0,M,0.0,1.0,0.0
52869,Scott,US,2.0,M,0.0,1.0,0.0
290,Zhongrong,CN,,not found,not found,not found,not found
291,Likun,CN,,not found,not found,not found,not found
51119,Michael,CA,2.0,M,0.0,1.0,0.0
38736,Ritu,US,1.0,F,1.0,0.0,0.0
33362,Jin-Young,KR,1.0,F,1.0,0.0,0.0
46810,Brett K.,US,2.0,M,0.0,1.0,0.0
39507,Pablo Márquez,CH,1.0,M,0.0,1.0,0.0
292,Ryuya,JP,,not found,not found,not found,not found
42007,Dibyanshu,IN,1.0,M,0.0,1.0,0.0
37466,Victorio,US,1.0,M,0.0,1.0,0.0
17860,Zhiming,CN,3.0,M,0.0,1.0,0.0
33963,James Neill,NZ,1.0,M,0.0,1.0,0.0
293,Yiqiang,US,,not found,not found,not found,not found
28318,Kura,IN,1.0,?,0.0,0.0,1.0
53957,Will,US,2.0,M,0.0,1.0,0.0
17861,Yong,CN,3.0,M,0.0,1.0,0.0
17862,Xin,CN,3.0,F,1.0,0.0,0.0
17863,Himabindu,US,3.0,F,1.0,0.0,0.0
294,Hyunbong,KR,,not found,not found,not found,not found
17864,Bok Eng,MY,3.0,M,0.0,1.0,0.0
295,Nag,US,,not found,not found,not found,not found
296,Dachuan,US,,not found,not found,not found,not found
17865,Syeda Zoha,PK,3.0,F,1.0,0.0,0.0
297,Wooyong,KR,,not found,not found,not found,not found
298,Herriot,US,,not found,not found,not found,not found
299,Hao-Sheng,TW,,not found,not found,not found,not found
300,Zhengguang,CN,,not found,not found,not found,not found
38700,Raveen,CA,1.0,F,0.75,0.0,0.0
301,Feng-Cheng,TW,,not found,not found,not found,not found
17866,Hyunwoo,CN,3.0,M,0.0,1.0,0.0
42028,Benjamin,DE,1.0,M,0.0,1.0,0.0
17867,Chun,CN,3.0,M,0.0,1.0,0.0
29021,Karsten,DE,1.0,M,0.0,1.0,0.0
17868,Jin Ryong,US,3.0,F,1.0,0.0,0.0
302,Hanxiao,US,,not found,not found,not found,not found
17869,Hao,CN,3.0,M,0.0,1.0,0.0
303,Yang,CN,,not found,not found,not found,not found
30352,Nam-Ho,KR,1.0,M,0.0,1.0,0.0
304,Zhao-Ping,TW,,not found,not found,not found,not found
32096,Hyun Sik,KR,1.0,?,0.0,0.0,1.0
305,Jinchao,CN,,not found,not found,not found,not found
17870,Jianfeng,CN,3.0,M,0.0,1.0,0.0
17871,Zhiyong,CN,3.0,M,0.0,1.0,0.0
306,Chulwoo,US,,not found,not found,not found,not found
307,Peiyu,CN,,not found,not found,not found,not found
35817,Sudeep,IN,1.0,M,0.0,1.0,0.0
308,Tianshou,CN,,not found,not found,not found,not found
50011,Junyi,US,2.0,F,1.0,0.0,0.0
309,Dyi-Chung,TW,,not found,not found,not found,not found
39381,Petrus Jacobus Maria,NL,1.0,M,0.0,1.0,0.0
38048,Rachel,US,1.0,F,0.99679464,0.0,0.0
17872,Zhiping,CA,3.0,M,0.0,1.0,0.0
53079,Shyam,IN,2.0,M,0.0,1.0,0.0
53810,Vishal S.,IN,2.0,M,0.0,1.0,0.0
54420,Young Hoon,US,2.0,M,0.0,1.0,0.0
54271,Yanbo,US,2.0,M,0.0,1.0,0.0
17873,Jian,KR,3.0,M,0.0,1.0,0.0
53565,Toby Allan,US,2.0,M,0.0,1.0,0.0
310,Bingshan,CN,,not found,not found,not found,not found
52904,Sean Jy-shyang,CA,2.0,M,0.0,1.0,0.0
53180,Srinivas,CA,2.0,M,0.0,1.0,0.0
50497,Lee,US,2.0,M,0.0,1.0,0.0
36492,Young Woo,KR,1.0,?,0.0,0.0,0.66666669
311,Chungkuang,CN,,not found,not found,not found,not found
37977,Xiaoyan M.,US,1.0,F,1.0,0.0,0.0
17874,Libo,CN,3.0,F,1.0,0.0,0.0
30733,Marcus,DE,1.0,M,0.0,1.0,0.0
30012,Mauro,US,1.0,M,0.0,1.0,0.0
51443,Nandan,IN,2.0,M,0.0,1.0,0.0
312,Jongho,KR,,not found,not found,not found,not found
313,Herriot,US,,not found,not found,not found,not found
314,Depin,CN,,not found,not found,not found,not found
