,name_first,country,level,gender,F,M,?
37750,Yannet,US,1.0,F,1.0,0.0,0.0
8687,Qinghui,US,,not found,not found,not found,not found
28944,Lee,KR,1.0,?,0.0,0.0,1.0
49892,Juan Esteban,US,2.0,M,0.0,1.0,0.0
32876,Hana,KR,1.0,F,1.0,0.0,0.0
8688,Jinqing,CN,,not found,not found,not found,not found
22855,Chaitanya,IN,3.0,M,0.0,1.0,0.0
44351,Francisco Enrique,ES,1.0,M,0.0,1.0,0.0
8689,Meng,CN,,not found,not found,not found,not found
43893,Andreas,DE,1.0,M,0.0,1.0,0.0
42386,Anna,US,1.0,F,0.99686235,0.0,0.0
8690,Seongsoo,KR,,not found,not found,not found,not found
8691,Dyng,US,,not found,not found,not found,not found
44547,Christian,CH,1.0,M,0.0,1.0,0.0
8692,Hakho,KR,,not found,not found,not found,not found
47591,Daniel Joseph,US,2.0,M,0.0,1.0,0.0
50162,Karan,IN,2.0,M,0.0,1.0,0.0
8693,Yuhichiroh,JP,,not found,not found,not found,not found
32632,Gian Antonio,IT,1.0,M,0.0,1.0,0.0
8694,Yang,CN,,not found,not found,not found,not found
42549,Ana,US,1.0,F,0.9936797,0.0,0.0
54588,Zhen,US,2.0,M,0.0,1.0,0.0
8695,Ruichun,US,,not found,not found,not found,not found
22856,Kiyun,KR,3.0,M,0.0,1.0,0.0
8696,Jianglei,CA,,not found,not found,not found,not found
36733,Yoav,IL,1.0,M,0.0,1.0,0.0
8697,Ziting,CA,,not found,not found,not found,not found
22857,Zhiwei,CN,3.0,M,0.0,1.0,0.0
41934,Dharshan Jakkali,IN,1.0,M,0.0,1.0,0.0
48104,Adelmar Emmanuel,NL,2.0,M,0.0,1.0,0.0
8698,Gengming,US,,not found,not found,not found,not found
45583,Bilal Imad,US,1.0,M,0.0,1.0,0.0
53294,Steven C.,US,2.0,M,0.0,1.0,0.0
8699,Dhileeban,IN,,not found,not found,not found,not found
33762,Joo Han,KR,1.0,?,0.0,0.0,1.0
8700,Jonghyun,KR,,not found,not found,not found,not found
43374,Bhavin Madhavjibhai,IN,1.0,M,0.0,1.0,0.0
22858,Hai,CN,3.0,M,0.0,1.0,0.0
50748,Lyle,CA,2.0,M,0.0,1.0,0.0
22859,Sivagnanam,US,3.0,M,0.0,1.0,0.0
8701,Yaolin,US,,not found,not found,not found,not found
22860,Manian,US,3.0,M,0.0,1.0,0.0
48477,George,CA,2.0,M,0.0,1.0,0.0
39810,Shunpei,JP,1.0,M,0.0,1.0,0.0
22861,Jaewon,KR,3.0,M,0.0,1.0,0.0
8702,Duanliang,CN,,not found,not found,not found,not found
22862,Yuya,JP,3.0,M,0.0,1.0,0.0
8703,Deheng,CN,,not found,not found,not found,not found
37913,Xin,US,1.0,F,0.83837461,0.0,0.0
52219,Ram,IN,2.0,M,0.0,1.0,0.0
41085,Se-hoon,KR,1.0,M,0.0,1.0,0.0
8704,Huazhong,CN,,not found,not found,not found,not found
32974,Hatice Gizem,US,1.0,F,1.0,0.0,0.0
49692,Jonathan,US,2.0,M,0.0,1.0,0.0
22863,Angshuman,US,3.0,M,0.0,1.0,0.0
54146,Xing,CN,2.0,M,0.0,1.0,0.0
22864,Weijie,CN,3.0,M,0.0,1.0,0.0
30904,Lovekesh,IN,1.0,M,0.0,1.0,0.0
8705,Jyotirmaya,US,,not found,not found,not found,not found
22865,Song,CN,3.0,M,0.0,1.0,0.0
30593,Monica C.,US,1.0,F,0.99600923,0.0,0.0
41719,Ashley Ann,US,1.0,F,0.98165464,0.0,0.0
44621,Chan,KR,1.0,M,0.0,1.0,0.0
32088,Hyun Jin,KR,1.0,?,0.0,0.0,1.0
8706,Jianglei,CA,,not found,not found,not found,not found
8707,Chaobin,SG,,not found,not found,not found,not found
33631,Jung Hwan,KR,1.0,?,0.0,0.0,1.0
52941,Sehee,US,2.0,F,1.0,0.0,0.0
8708,Kimdra,US,,not found,not found,not found,not found
39359,Philippe Richard,CH,1.0,M,0.0,1.0,0.0
51708,Ognjen,DE,2.0,M,0.0,1.0,0.0
45391,Makesh Pravin,US,1.0,M,0.0,1.0,0.0
22866,Xiaopeng,US,3.0,M,0.0,1.0,0.0
8709,Jonghyun,KR,,not found,not found,not found,not found
42848,Amanda,US,1.0,F,0.99726629,0.0,0.0
8710,Balineedu,US,,not found,not found,not found,not found
22867,Wenbin,CN,3.0,M,0.0,1.0,0.0
8711,Chang-Kyu,JP,,not found,not found,not found,not found
48113,Enrique Rosendo,CU,2.0,M,0.0,1.0,0.0
48294,Florin,FR,2.0,M,0.0,1.0,0.0
22868,Tal,US,3.0,M,0.0,1.0,0.0
37348,Won Keun,KR,1.0,M,0.0,1.0,0.0
54347,Yi-Hua Edward,US,2.0,F,1.0,0.0,0.0
28297,Kyoung Hwa,KR,1.0,?,0.0,0.0,1.0
45882,Chaouki A.,US,2.0,M,0.0,1.0,0.0
22869,Pengxiang,CN,3.0,M,0.0,1.0,0.0
38633,Remo,CH,1.0,M,0.0,1.0,0.0
42538,Eui Sung,KR,1.0,?,0.0,0.0,1.0
22870,Yurii,JP,3.0,M,0.0,1.0,0.0
8712,Du-Xiang,CN,,not found,not found,not found,not found
8713,Zhongxu,CN,,not found,not found,not found,not found
46990,Cara,NZ,2.0,F,1.0,0.0,0.0
8714,Tansu,RS,,not found,not found,not found,not found
22871,Jianming,US,3.0,M,0.0,1.0,0.0
33903,Jan,US,1.0,F,0.71799052,0.0,0.0
45157,Roger Cheston,US,1.0,M,0.0,1.0,0.0
32021,Ioannis S.,US,1.0,M,0.0,1.0,0.0
8715,Jiun-Fu,TW,,not found,not found,not found,not found
46213,Amit,US,2.0,M,0.0,1.0,0.0
22872,Xun,US,3.0,M,0.0,1.0,0.0
22873,Zhibo,US,3.0,M,0.0,1.0,0.0
39260,Peter,DE,1.0,M,0.0,1.0,0.0
8716,Makoto,JP,,not found,not found,not found,not found
29355,Kanav,AU,1.0,M,0.0,1.0,0.0
22874,Xujie,US,3.0,M,0.0,1.0,0.0
8717,Yicong,US,,not found,not found,not found,not found
8718,Jun,CN,,not found,not found,not found,not found
44596,Gang,US,1.0,M,0.0,1.0,0.0
30982,Lukas Benjamin,DE,1.0,M,0.0,1.0,0.0
22875,Yajun,CN,3.0,F,1.0,0.0,0.0
44777,Dmytro,US,1.0,M,0.0,1.0,0.0
44987,Suchet Saran,IN,1.0,?,0.0,0.0,1.0
8719,Yunjun,CN,,not found,not found,not found,not found
52669,Ryan,US,2.0,M,0.0,1.0,0.0
43141,Cristiano Magalhães,BR,1.0,M,0.0,1.0,0.0
49316,Yongjun Jeff,US,2.0,M,0.0,1.0,0.0
33555,Juho,FI,1.0,M,0.0,1.0,0.0
49399,Jerry,US,2.0,M,0.0,1.0,0.0
8720,Jungmi,KR,,not found,not found,not found,not found
8721,Mingui,DE,,not found,not found,not found,not found
28533,Komandur R.,IN,1.0,?,0.0,0.0,1.0
22876,Hassnaa,US,3.0,F,1.0,0.0,0.0
8722,Xunyi,CN,,not found,not found,not found,not found
8723,Jr-Yu,TW,,not found,not found,not found,not found
32793,Hideyuki,JP,1.0,M,0.0,1.0,0.0
22877,Yiwen,CN,3.0,F,1.0,0.0,0.0
22878,Kyungjin,KR,3.0,F,1.0,0.0,0.0
8724,Juwoan,KR,,not found,not found,not found,not found
8725,Bin,US,,not found,not found,not found,not found
22879,Wei,CN,3.0,M,0.0,1.0,0.0
42691,Eva,DE,1.0,F,1.0,0.0,0.0
8726,Zhuoming,US,,not found,not found,not found,not found
8727,Wen-Ju,TW,,not found,not found,not found,not found
8728,Jinsook,KR,,not found,not found,not found,not found
43770,Dmitry Sergeevich,RU,1.0,M,0.0,1.0,0.0
8729,I-Sheng,TW,,not found,not found,not found,not found
22880,Yuh,JP,3.0,F,1.0,0.0,0.0
40205,Stefan,DE,1.0,M,0.0,1.0,0.0
8730,Qizhao,US,,not found,not found,not found,not found
8731,Chao,US,,not found,not found,not found,not found
40964,Sharon,US,1.0,F,0.99574679,0.0,0.0
8732,Zaipeng,CN,,not found,not found,not found,not found
22881,Wilson,CN,3.0,M,0.0,1.0,0.0
44663,Amnon,IL,1.0,M,0.0,1.0,0.0
51103,Menuka Gayan,LK,2.0,F,1.0,0.0,0.0
22882,Lingyu,CN,3.0,F,1.0,0.0,0.0
8733,Mizeng,CN,,not found,not found,not found,not found
36129,Tal,IL,1.0,?,0.0,0.0,1.0
8734,Hyokun,US,,not found,not found,not found,not found
49693,Jonathan E.,US,2.0,M,0.0,1.0,0.0
42854,Armando,IT,1.0,M,0.0,1.0,0.0
48352,Fred Joseph,US,2.0,M,0.0,1.0,0.0
43614,Dinusha,US,1.0,M,0.0,1.0,0.0
8735,Nanyan,US,,not found,not found,not found,not found
8736,Zhen-Lei,CN,,not found,not found,not found,not found
33068,Ismael,ES,1.0,M,0.0,1.0,0.0
8737,Jang-Hyeon,KR,,not found,not found,not found,not found
38951,Omar,EG,1.0,M,0.0,1.0,0.0
34373,Ji Hoon,KR,1.0,?,0.0,0.0,1.0
48930,Hugh,US,2.0,M,0.0,1.0,0.0
22883,Shan,US,3.0,M,0.0,1.0,0.0
36400,Yong-seok,KR,1.0,M,0.0,1.0,0.0
42551,Altin,AL,1.0,M,0.0,1.0,0.0
45551,Khloud Ibrahim,SA,1.0,M,0.0,1.0,0.0
47310,Christopher Robert,US,2.0,M,0.0,1.0,0.0
33630,Jung Hwan,KR,1.0,?,0.0,0.0,1.0
51407,Muthu Krishnan,IN,2.0,M,0.0,1.0,0.0
8738,Yilan,HK,,not found,not found,not found,not found
8739,Jin,CN,,not found,not found,not found,not found
51510,Natsuo,JP,2.0,M,0.0,1.0,0.0
53083,Kodimule Shyam,IN,2.0,M,0.0,1.0,0.0
28914,Leendert,NL,1.0,M,0.0,1.0,0.0
8740,Dexin,US,,not found,not found,not found,not found
8741,Che-Fu,TW,,not found,not found,not found,not found
8742,Yu,US,,not found,not found,not found,not found
8743,Won-hyung,KR,,not found,not found,not found,not found
29349,Kai,DE,1.0,M,0.0,1.0,0.0
8744,Xiaoming,CN,,not found,not found,not found,not found
28982,Kasper Willem,NL,1.0,M,0.0,1.0,0.0
8745,Raminderjit,SG,,not found,not found,not found,not found
35639,Tae Hun,KR,1.0,M,0.0,1.0,0.0
8746,Hongqiu,CN,,not found,not found,not found,not found
31858,Ijsbrand,BE,1.0,M,0.0,1.0,0.0
8747,Clife,DE,,not found,not found,not found,not found
8748,Vargha,CA,,not found,not found,not found,not found
8749,Xiaochuan,CN,,not found,not found,not found,not found
51586,Nicholas,US,2.0,M,0.0,1.0,0.0
22884,Xiaodong,CN,3.0,M,0.0,1.0,0.0
8750,Fujian,US,,not found,not found,not found,not found
8751,Hongxing,CN,,not found,not found,not found,not found
52607,Rouhollah,CA,2.0,M,0.0,1.0,0.0
47743,David A.,US,2.0,M,0.0,1.0,0.0
8752,Fenglong,CN,,not found,not found,not found,not found
8753,Ruilong,US,,not found,not found,not found,not found
43222,Allan,DK,1.0,M,0.0,1.0,0.0
28341,Kwasi,US,1.0,M,0.0,1.0,0.0
22885,Zhonghua,CN,3.0,M,0.0,1.0,0.0
22886,Shu,US,3.0,M,0.0,1.0,0.0
8754,Zhili,CN,,not found,not found,not found,not found
8755,Nariyuki,JP,,not found,not found,not found,not found
8756,Jagavar,IN,,not found,not found,not found,not found
50457,Lamiaa,CA,2.0,F,1.0,0.0,0.0
8757,Sung-Geun,KR,,not found,not found,not found,not found
8758,Shih-Han,TW,,not found,not found,not found,not found
22887,Hyunchul,KR,3.0,M,0.0,1.0,0.0
8759,Haishan,CN,,not found,not found,not found,not found
53630,Tristan Thomas,US,2.0,M,0.0,1.0,0.0
38244,Prakash,US,1.0,M,0.0,1.0,0.0
22888,Huijun,KR,3.0,F,1.0,0.0,0.0
8760,Kansu,US,,not found,not found,not found,not found
8761,Yifan,US,,not found,not found,not found,not found
44874,Bharath Koushik Bangalore,IN,1.0,?,0.0,0.0,1.0
8762,Rittwik,US,,not found,not found,not found,not found
8763,Weijong,US,,not found,not found,not found,not found
51272,Miha,NL,2.0,M,0.0,1.0,0.0
8764,Saadyah,US,,not found,not found,not found,not found
51023,Matthew,US,2.0,M,0.0,1.0,0.0
22889,Sang-jun,US,3.0,M,0.0,1.0,0.0
46973,Cameron,US,2.0,M,0.0,1.0,0.0
22890,Qi,CN,3.0,M,0.0,1.0,0.0
8765,Hanhua,US,,not found,not found,not found,not found
22891,Masumi,JP,3.0,F,1.0,0.0,0.0
29034,Karlheinz,DE,1.0,M,0.0,1.0,0.0
34508,Jennifer K.,US,1.0,F,0.9967069,0.0,0.0
8766,Hojae,KR,,not found,not found,not found,not found
51024,Matthew S.,US,2.0,M,0.0,1.0,0.0
22892,Yingmei,CN,3.0,F,1.0,0.0,0.0
22893,Weiqiang,CN,3.0,M,0.0,1.0,0.0
35070,Tetsunori,JP,1.0,M,0.0,1.0,0.0
8767,Jianglei,CA,,not found,not found,not found,not found
37247,Wendy Wen,US,1.0,F,0.99633849,0.0,0.0
22894,Abedan,CA,3.0,F,1.0,0.0,0.0
49694,Jonathan S.,US,2.0,M,0.0,1.0,0.0
8768,Subong,KR,,not found,not found,not found,not found
39542,Pattabhiraman,IN,1.0,M,0.0,1.0,0.0
8769,Seungjae,KR,,not found,not found,not found,not found
34284,Jae Moon,KR,1.0,?,0.0,0.0,1.0
8770,Toshiteru,JP,,not found,not found,not found,not found
22895,Jaewoo,KR,3.0,M,0.0,1.0,0.0
41376,Anshi,US,1.0,F,1.0,0.0,0.0
44818,Carol Jackie,US,1.0,F,0.9894985,0.0,0.0
8771,Xingfang,CN,,not found,not found,not found,not found
35812,Sudhansu,IN,1.0,M,0.0,1.0,0.0
41424,Felicite,GB,1.0,F,1.0,0.0,0.0
30133,Michael,AT,1.0,M,0.0,1.0,0.0
42137,Francesca,IT,1.0,F,1.0,0.0,0.0
22896,Xiaohui,US,3.0,F,1.0,0.0,0.0
31691,Hiroaki,JP,1.0,M,0.0,1.0,0.0
8772,Po-Chih,TW,,not found,not found,not found,not found
22897,Chun,CN,3.0,M,0.0,1.0,0.0
34374,Ji Yeon,KR,1.0,?,0.0,0.0,1.0
30473,Mingzhu,CN,1.0,F,1.0,0.0,0.0
43213,Constant,CA,1.0,M,0.0,1.0,0.0
22898,Mairo,US,3.0,M,0.0,1.0,0.0
46240,Anand,US,2.0,M,0.0,1.0,0.0
34712,Timothy,CH,1.0,M,0.0,1.0,0.0
46914,Bryan D.,US,2.0,M,0.0,1.0,0.0
36415,Yong Ki,KR,1.0,?,0.0,0.0,0.66666669
33184,Jong Ho,KR,1.0,?,0.0,0.0,1.0
41987,Aino Elina,FI,1.0,F,1.0,0.0,0.0
51419,Bhadri N.,US,2.0,F,1.0,0.0,0.0
8773,Willbe,US,,not found,not found,not found,not found
8774,Seung-Gil,KR,,not found,not found,not found,not found
8775,Yifan,CN,,not found,not found,not found,not found
22899,Weixin,CN,3.0,M,0.0,1.0,0.0
22900,Yajun,CN,3.0,F,1.0,0.0,0.0
33490,Julien,DE,1.0,M,0.0,1.0,0.0
22901,Yansong,CN,3.0,M,0.0,1.0,0.0
49508,Jimmy L.,US,2.0,M,0.0,1.0,0.0
22902,Jiang,CN,3.0,M,0.0,1.0,0.0
8776,Woongrae,KR,,not found,not found,not found,not found
52332,Reza,US,2.0,M,0.0,1.0,0.0
47744,David Y.,US,2.0,M,0.0,1.0,0.0
22903,SungHoon,KR,3.0,M,0.0,1.0,0.0
48786,Harpreet,US,2.0,F,1.0,0.0,0.0
46173,Alkiviadis Orfefs,US,2.0,M,0.0,1.0,0.0
47745,David,US,2.0,M,0.0,1.0,0.0
22904,Jungwoo,KR,3.0,M,0.0,1.0,0.0
40519,Sanket,US,1.0,M,0.0,1.0,0.0
39758,Si Wan,KR,1.0,?,0.0,0.0,1.0
31608,Huimin,US,1.0,F,1.0,0.0,0.0
8777,SeMin,KR,,not found,not found,not found,not found
22905,Yanqing,CN,3.0,F,1.0,0.0,0.0
8778,Byungwoon,KR,,not found,not found,not found,not found
34191,Ivet,ES,1.0,F,1.0,0.0,0.0
49880,Juan,ES,2.0,M,0.0,1.0,0.0
8779,Cong-Yan,US,,not found,not found,not found,not found
8780,Ying-Shiang,TW,,not found,not found,not found,not found
53705,Vandana,DE,2.0,F,1.0,0.0,0.0
22906,Yong,CN,3.0,M,0.0,1.0,0.0
8781,Oul,KR,,not found,not found,not found,not found
29082,Kazuaki,JP,1.0,M,0.0,1.0,0.0
8782,Hongkyu,KR,,not found,not found,not found,not found
8783,Yang,US,,not found,not found,not found,not found
8784,Ehoud,IL,,not found,not found,not found,not found
54285,Yassine,FR,2.0,M,0.0,1.0,0.0
22907,Hongjun,US,3.0,M,0.0,1.0,0.0
49024,Ivan,US,2.0,M,0.0,1.0,0.0
49472,Jie,US,2.0,M,0.0,1.0,0.0
38910,Nobuaki,JP,1.0,M,0.0,1.0,0.0
8785,Komminist,CA,,not found,not found,not found,not found
8786,Zaifa,CN,,not found,not found,not found,not found
8787,Lianfang,CN,,not found,not found,not found,not found
8788,Qin,CN,,not found,not found,not found,not found
22908,Guohua,US,3.0,M,0.0,1.0,0.0
8789,Zhongqin,CN,,not found,not found,not found,not found
37005,Yu Bin,KR,1.0,?,0.0,0.0,1.0
54310,Yi,CN,2.0,M,0.0,1.0,0.0
36499,Youn Baek,KR,1.0,?,0.0,0.0,1.0
22909,Yanzi,CN,3.0,M,0.0,1.0,0.0
8790,Inkwon,KR,,not found,not found,not found,not found
8791,Guotong,CN,,not found,not found,not found,not found
42069,Benhur,US,1.0,M,0.0,1.0,0.0
22910,Ramakanth,US,3.0,M,0.0,1.0,0.0
38064,Rachel Elizabeth,US,1.0,F,0.99679464,0.0,0.0
8792,Yifei,CN,,not found,not found,not found,not found
34531,Jens,DE,1.0,M,0.0,1.0,0.0
48944,Hyun-jung,KR,2.0,F,1.0,0.0,0.0
46593,Bala Sandeep,US,2.0,F,1.0,0.0,0.0
22911,Min,US,3.0,M,0.0,1.0,0.0
8793,Houlei,CN,,not found,not found,not found,not found
50259,Kenny Kambiz,US,2.0,M,0.0,1.0,0.0
43153,Cristina,ES,1.0,F,1.0,0.0,0.0
8794,Limin,CN,,not found,not found,not found,not found
22912,Xiaowei,CN,3.0,M,0.0,1.0,0.0
22913,Qun,CN,3.0,F,1.0,0.0,0.0
33617,Jung Hwan,KR,1.0,?,0.0,0.0,1.0
30197,Mingyu,CN,1.0,M,0.0,1.0,0.0
22914,Yong,CN,3.0,M,0.0,1.0,0.0
40514,Santanu,IN,1.0,M,0.0,1.0,0.0
33308,Jing,US,1.0,F,0.92206907,0.0,0.0
38233,Prakash Rau,US,1.0,M,0.0,1.0,0.0
22915,Yi,US,3.0,M,0.0,1.0,0.0
45162,Kyung Oh,KR,1.0,?,0.0,0.0,1.0
41810,Alex,DE,1.0,M,0.0,1.0,0.0
51732,Omri,US,2.0,M,0.0,1.0,0.0
22916,Hai,CN,3.0,M,0.0,1.0,0.0
38918,Olga,IT,1.0,F,1.0,0.0,0.0
8795,Shouding,CN,,not found,not found,not found,not found
29701,Keisuke,JP,1.0,M,0.0,1.0,0.0
8796,Jianli,CN,,not found,not found,not found,not found
8797,Turguy,US,,not found,not found,not found,not found
40204,Stefan,DE,1.0,M,0.0,1.0,0.0
22917,Peipei,CN,3.0,F,1.0,0.0,0.0
33307,Jing,US,1.0,F,0.92206907,0.0,0.0
31297,Maria Jose,ES,1.0,F,0.99968094,0.0,0.0
42059,Christian,DE,1.0,M,0.0,1.0,0.0
51195,Michael,US,2.0,M,0.0,1.0,0.0
8798,Kwangho,KR,,not found,not found,not found,not found
8799,Zempachi,JP,,not found,not found,not found,not found
49232,Jason,US,2.0,M,0.0,1.0,0.0
8800,Shih-Hao,TW,,not found,not found,not found,not found
28296,Kyoung Ju,KR,1.0,?,0.0,0.0,1.0
53476,Thomas H.,US,2.0,M,0.0,1.0,0.0
35659,Taia,US,1.0,F,1.0,0.0,0.0
49298,Jayson Emmett,US,2.0,M,0.0,1.0,0.0
8801,Chidambaram,US,,not found,not found,not found,not found
38083,Radka,BG,1.0,F,1.0,0.0,0.0
22918,Xiaowei,US,3.0,M,0.0,1.0,0.0
53981,William,US,2.0,M,0.0,1.0,0.0
50505,Bai-Yu Lee,US,2.0,M,0.0,1.0,0.0
36414,Yong Joo,KR,1.0,?,0.0,0.0,0.66666669
29783,Keiichi,JP,1.0,M,0.0,1.0,0.0
8802,Lixuan,CN,,not found,not found,not found,not found
22919,Ke,CN,3.0,M,0.0,1.0,0.0
22920,Yong,CN,3.0,M,0.0,1.0,0.0
22921,Poh Thiam,MY,3.0,F,1.0,0.0,0.0
8803,Yanteng,CN,,not found,not found,not found,not found
8804,Dongwei,US,,not found,not found,not found,not found
8805,Ryoto,JP,,not found,not found,not found,not found
31237,Marieke,DE,1.0,F,1.0,0.0,0.0
39921,Shin,JP,1.0,M,0.0,1.0,0.0
44320,Changyu,CN,1.0,M,0.0,1.0,0.0
37746,Yanyu,CN,1.0,F,1.0,0.0,0.0
52222,Muthu Ram Prabhu,US,2.0,M,0.0,1.0,0.0
22922,Weiqiang,CN,3.0,M,0.0,1.0,0.0
42133,Benjamin,DE,1.0,M,0.0,1.0,0.0
8806,Haisheng,CN,,not found,not found,not found,not found
8807,Runsheng,CN,,not found,not found,not found,not found
48553,Gilbert,US,2.0,M,0.0,1.0,0.0
39734,Shuichi,US,1.0,M,0.0,1.0,0.0
22923,Sharathchandra,US,3.0,M,0.0,1.0,0.0
37283,Xavier,CA,1.0,M,0.0,1.0,0.0
32505,Gen,CH,1.0,M,0.0,1.0,0.0
22924,Arjmand,US,3.0,F,1.0,0.0,0.0
32007,In Su,KR,1.0,?,0.0,0.0,1.0
47145,Charles D.,US,2.0,M,0.0,1.0,0.0
22925,Wanshi,US,3.0,M,0.0,1.0,0.0
22926,Dai,CN,3.0,M,0.0,1.0,0.0
8808,Pingshan,US,,not found,not found,not found,not found
8809,Jietao,CN,,not found,not found,not found,not found
8810,Chanwoo,KR,,not found,not found,not found,not found
49233,Jason Zhi,US,2.0,M,0.0,1.0,0.0
22927,Lingyu,CN,3.0,F,1.0,0.0,0.0
50716,Luis G,FR,2.0,M,0.0,1.0,0.0
38667,Raquel Maria,GB,1.0,F,1.0,0.0,0.0
52917,Sean P.,US,2.0,M,0.0,1.0,0.0
8811,Chaohao,US,,not found,not found,not found,not found
8812,Yongsoo,KR,,not found,not found,not found,not found
45682,Jun Hee,KR,1.0,F,1.0,0.0,0.0
53023,Shawn C. P.,US,2.0,M,0.0,1.0,0.0
34433,Jin Sook,KR,1.0,F,1.0,0.0,0.0
43579,Fadi,CA,1.0,M,0.0,1.0,0.0
8813,Dongbing,US,,not found,not found,not found,not found
8814,Sukho,US,,not found,not found,not found,not found
8815,Hyangmyoung,KR,,not found,not found,not found,not found
50622,Liang,US,2.0,M,0.0,1.0,0.0
22928,Hongjun,US,3.0,M,0.0,1.0,0.0
8816,Jingxue,CN,,not found,not found,not found,not found
8817,Yingxiang,CN,,not found,not found,not found,not found
22929,Yue,SG,3.0,F,1.0,0.0,0.0
42265,Fernando,MX,1.0,M,0.0,1.0,0.0
8818,Koukichi,JP,,not found,not found,not found,not found
8819,Fusaji,JP,,not found,not found,not found,not found
22930,Xiangdong,CN,3.0,M,0.0,1.0,0.0
51025,Matthew Dan,US,2.0,M,0.0,1.0,0.0
8820,Chingchi,US,,not found,not found,not found,not found
22931,Jooyoung,KR,3.0,M,0.0,1.0,0.0
38198,Pradeep,US,1.0,M,0.0,1.0,0.0
8821,An-Soo,KR,,not found,not found,not found,not found
51489,Nathan,US,2.0,M,0.0,1.0,0.0
8822,Hyunggon,KR,,not found,not found,not found,not found
41115,Seiji,JP,1.0,M,0.0,1.0,0.0
45964,Adam P.,US,2.0,M,0.0,1.0,0.0
42112,Eduardo,ES,1.0,M,0.0,1.0,0.0
8823,Zongjun,CN,,not found,not found,not found,not found
52547,Rohit,DE,2.0,M,0.0,1.0,0.0
22932,Yong,NL,3.0,M,0.0,1.0,0.0
53982,William Joseph,US,2.0,M,0.0,1.0,0.0
41525,Elena,US,1.0,F,0.99842644,0.0,0.0
8824,Jianglei,CA,,not found,not found,not found,not found
48288,Fernando,US,2.0,M,0.0,1.0,0.0
47371,Claude,CA,2.0,M,0.0,1.0,0.0
22933,Venky,US,3.0,M,0.0,1.0,0.0
33739,Jong-Chan,KR,1.0,M,0.0,1.0,0.0
8825,Muthusubramanian,IN,,not found,not found,not found,not found
37318,Xia,US,1.0,F,0.99971265,0.0,0.0
28240,Kristin D.,US,1.0,F,0.99099183,0.0,0.0
22934,Kuan,CN,3.0,M,0.0,1.0,0.0
51976,Peter J.,US,2.0,M,0.0,1.0,0.0
22935,Xi,CN,3.0,F,1.0,0.0,0.0
45074,Vinod Parackal,IN,1.0,F,1.0,0.0,0.0
22936,Hung Chih,TW,3.0,M,0.0,1.0,0.0
42728,Daisuke,JP,1.0,M,0.0,1.0,0.0
32903,Hannes,SE,1.0,M,0.0,1.0,0.0
35719,Tad,US,1.0,M,0.0,1.0,0.0
22937,Weiqiang,CN,3.0,M,0.0,1.0,0.0
53983,William H.,US,2.0,M,0.0,1.0,0.0
48289,Fernando,US,2.0,M,0.0,1.0,0.0
44234,Cassity Barrows,US,1.0,F,1.0,0.0,0.0
45911,Aaron Richard,US,2.0,M,0.0,1.0,0.0
8826,Yanli,CN,,not found,not found,not found,not found
40166,Stephanie,CA,1.0,F,1.0,0.0,0.0
50623,Liang,US,2.0,M,0.0,1.0,0.0
22938,Sivananda K.,US,3.0,M,0.0,1.0,0.0
34457,Jianjun,CN,1.0,M,0.0,1.0,0.0
8827,Chae-Hag,KR,,not found,not found,not found,not found
22939,Raghunatha,US,3.0,M,0.0,1.0,0.0
22940,Chandravadan,AU,3.0,M,0.0,1.0,0.0
8828,ChounSung,KR,,not found,not found,not found,not found
41944,Efstathios,GR,1.0,M,0.0,1.0,0.0
22941,Yervant,US,3.0,M,0.0,1.0,0.0
40366,Soo-Nam,KR,1.0,M,0.0,1.0,0.0
22942,Thai,US,3.0,M,0.0,1.0,0.0
22943,Zhi,US,3.0,M,0.0,1.0,0.0
52323,Rex W.,US,2.0,M,0.0,1.0,0.0
34273,Jae Min,KR,1.0,?,0.0,0.0,1.0
31803,Hiroyuki,JP,1.0,M,0.0,1.0,0.0
8829,Bin,CN,,not found,not found,not found,not found
8830,Shenyuan,CN,,not found,not found,not found,not found
22944,Ming,CN,3.0,M,0.0,1.0,0.0
35585,Sunny Anant,US,1.0,F,0.71811128,0.0,0.0
22945,Anuprem,US,3.0,M,0.0,1.0,0.0
8831,Tingfan,US,,not found,not found,not found,not found
32155,Hyun-Soo,KR,1.0,M,0.0,1.0,0.0
45064,Alexandre Caroline M.,BE,1.0,F,1.0,0.0,0.0
8832,Jing,CN,,not found,not found,not found,not found
8833,Kyunghwan,KR,,not found,not found,not found,not found
8834,Mianwei,US,,not found,not found,not found,not found
8835,Yong-Sheng,TW,,not found,not found,not found,not found
8836,Yuniarto,US,,not found,not found,not found,not found
40158,Stephan,DE,1.0,M,0.0,1.0,0.0
8837,Jingxun,CN,,not found,not found,not found,not found
45965,Adam Paul,US,2.0,M,0.0,1.0,0.0
52152,Quinton Frank,US,2.0,M,0.0,1.0,0.0
41037,Sharon,US,1.0,F,0.99574679,0.0,0.0
36413,Yong Tae,KR,1.0,?,0.0,0.0,0.66666669
30081,Matti,FI,1.0,M,0.0,1.0,0.0
22946,Xueyan,CN,3.0,F,1.0,0.0,0.0
45671,Min Ho,KR,1.0,M,0.0,1.0,0.0
22947,Woon Il,US,3.0,F,1.0,0.0,0.0
8838,Sungkyung,KR,,not found,not found,not found,not found
52708,Sarbinder S.,US,2.0,M,0.0,1.0,0.0
